datetime,SiteName,Depth,Turb,DO_mgl,DO_pct,Temp,Sal,CondmS/cm,SpCond,pH,ChlorophyllugL,fDOMQSU,Deployment,datetime_DLS
2017-08-20T21:45:00Z,SD,2.14,37,7.2,83.8,21.3,4.7,NA,8365,7.6,3.77,62.46,2017-08-18,2017-08-20T22:45:00Z
2017-08-20T22:00:00Z,SD,2.11,35,7.2,83.2,21.2,4.6,NA,8307.2,7.6,3.66,65.47,2017-08-18,2017-08-20T23:00:00Z
2017-08-20T22:15:00Z,SD,2.08,34,7.1,82.6,21.2,4.6,NA,8251.8,7.6,3.69,66.55,2017-08-18,2017-08-20T23:15:00Z
2017-08-20T22:30:00Z,SD,2.03,33,7.3,84.3,21.5,4.3,NA,7711.5,7.7,4.24,76.57,2017-08-18,2017-08-20T23:30:00Z
2017-08-20T22:45:00Z,SD,1.97,31,7.3,85.3,21.7,4.1,NA,7482.2,7.7,4.6,80.35,2017-08-18,2017-08-20T23:45:00Z
2017-08-20T23:00:00Z,SD,1.91,36,7.3,85.9,21.9,4,NA,7313.7,7.7,4.86,82.42,2017-08-18,2017-08-21T00:00:00Z
2017-08-20T23:15:00Z,SD,1.83,38,7.3,85.8,21.9,4,NA,7273.8,7.7,5.11,82.26,2017-08-18,2017-08-21T00:15:00Z
2017-08-20T23:30:00Z,SD,1.75,37,7.3,84.9,21.8,4,NA,7211.9,7.7,4.8,81.1,2017-08-18,2017-08-21T00:30:00Z
2017-08-20T23:45:00Z,SD,1.66,34,7.3,84.8,21.9,3.9,NA,7098.6,7.7,4.76,85.72,2017-08-18,2017-08-21T00:45:00Z
2017-08-21T00:00:00Z,SD,1.58,36,7.2,83.6,21.8,3.9,NA,7015.7,7.7,4.74,86.21,2017-08-18,2017-08-21T01:00:00Z
2017-08-21T00:15:00Z,SD,1.49,38,7.1,82.9,21.8,3.8,NA,6921.3,7.7,4.86,87.18,2017-08-18,2017-08-21T01:15:00Z
2017-08-21T00:30:00Z,SD,1.41,37,7.1,82.7,21.9,3.8,NA,6829.3,7.7,5.31,88.51,2017-08-18,2017-08-21T01:30:00Z
2017-08-21T00:45:00Z,SD,1.33,39,7.1,82.7,22,3.7,NA,6738.2,7.7,6.18,89.5,2017-08-18,2017-08-21T01:45:00Z
2017-08-21T01:00:00Z,SD,1.26,40,7,82.2,22,3.7,NA,6666.9,7.7,5.91,90.97,2017-08-18,2017-08-21T02:00:00Z
2017-08-21T01:15:00Z,SD,1.21,43,7,81.9,22,3.6,NA,6618.7,7.7,7.35,91.11,2017-08-18,2017-08-21T02:15:00Z
2017-08-21T01:30:00Z,SD,1.17,39,7,81.4,22.1,3.6,NA,6574.1,7.7,7.68,92.84,2017-08-18,2017-08-21T02:30:00Z
2017-08-21T01:45:00Z,SD,1.13,41,7,81.3,22.1,3.6,NA,6553.6,7.7,7.28,94.1,2017-08-18,2017-08-21T02:45:00Z
2017-08-21T02:00:00Z,SD,1.11,39,6.9,80.4,22,3.6,NA,6538,7.7,7.8,94.51,2017-08-18,2017-08-21T03:00:00Z
2017-08-21T02:15:00Z,SD,1.1,38,6.9,80.1,22,3.6,NA,6528.5,7.7,8.34,95.55,2017-08-18,2017-08-21T03:15:00Z
2017-08-21T02:30:00Z,SD,1.11,40,6.9,80.6,22,3.6,NA,6533.7,7.7,7.89,95.09,2017-08-18,2017-08-21T03:30:00Z
2017-08-21T02:45:00Z,SD,1.12,50,6.9,80.1,21.9,3.6,NA,6547.9,7.7,7.51,94.12,2017-08-18,2017-08-21T03:45:00Z
2017-08-21T03:00:00Z,SD,1.15,39,7,81.1,21.4,3.5,NA,6458.1,7.7,5.91,97.42,2017-08-18,2017-08-21T04:00:00Z
2017-08-21T03:15:00Z,SD,1.2,33,7.1,81.9,21.2,3.5,NA,6482.5,7.7,4.98,99.02,2017-08-18,2017-08-21T04:15:00Z
2017-08-21T03:30:00Z,SD,1.26,36,7.1,82.2,21.2,3.6,NA,6540.1,7.7,4.94,97.61,2017-08-18,2017-08-21T04:30:00Z
2017-08-21T03:45:00Z,SD,1.33,35,7.2,82.4,21.2,3.6,NA,6624.8,7.7,4.79,95.68,2017-08-18,2017-08-21T04:45:00Z
2017-08-21T04:00:00Z,SD,1.42,33,7.2,82.7,21.2,3.7,NA,6686.7,7.7,4.68,94.25,2017-08-18,2017-08-21T05:00:00Z
2017-08-21T04:15:00Z,SD,1.51,40,7.2,83,21.1,3.7,NA,6783.9,7.7,4.63,90.99,2017-08-18,2017-08-21T05:15:00Z
2017-08-21T04:30:00Z,SD,1.62,47,7.2,83.3,21.1,3.9,NA,7006.6,7.7,4.34,84.03,2017-08-18,2017-08-21T05:30:00Z
2017-08-21T04:45:00Z,SD,1.72,58,7.3,83.9,21.1,4,NA,7173.2,7.7,4.28,78.23,2017-08-18,2017-08-21T05:45:00Z
2017-08-21T05:00:00Z,SD,1.82,82,7.3,84.4,21.1,4.1,NA,7351.5,7.7,4.34,69.95,2017-08-18,2017-08-21T06:00:00Z
2017-08-21T05:15:00Z,SD,1.92,91,7.3,84.4,21.2,4.2,NA,7538.3,7.7,4.34,65.43,2017-08-18,2017-08-21T06:15:00Z
2017-08-21T05:30:00Z,SD,2.01,99,7.3,84.2,21.2,4.3,NA,7747,7.7,4.34,59.78,2017-08-18,2017-08-21T06:30:00Z
2017-08-21T05:45:00Z,SD,2.1,113,7.3,84.7,21.3,4.5,NA,7999.9,7.7,4.17,56.88,2017-08-18,2017-08-21T06:45:00Z
2017-08-21T06:00:00Z,SD,2.18,116,7.3,84.9,21.3,4.5,NA,8165.8,7.6,4.4,54.39,2017-08-18,2017-08-21T07:00:00Z
2017-08-21T06:15:00Z,SD,2.25,88,7.3,84.9,21.3,4.6,NA,8250,7.6,4.28,54.52,2017-08-18,2017-08-21T07:15:00Z
2017-08-21T06:30:00Z,SD,2.31,92,7.3,85.2,21.3,4.7,NA,8433.3,7.6,4.13,51.78,2017-08-18,2017-08-21T07:30:00Z
2017-08-21T06:45:00Z,SD,2.36,87,7.4,85.3,21.3,4.8,NA,8580.7,7.6,4,51.19,2017-08-18,2017-08-21T07:45:00Z
2017-08-21T07:00:00Z,SD,2.4,69,7.4,85.7,21.3,4.9,NA,8725.2,7.6,3.77,53.48,2017-08-18,2017-08-21T08:00:00Z
2017-08-21T07:15:00Z,SD,2.43,56,7.4,85.8,21.3,4.9,NA,8775.7,7.6,3.74,52.14,2017-08-18,2017-08-21T08:15:00Z
2017-08-21T07:30:00Z,SD,2.45,42,7.4,86,21.3,5,NA,8907.7,7.6,3.6,52.2,2017-08-18,2017-08-21T08:30:00Z
2017-08-21T07:45:00Z,SD,2.47,50,7.4,86.3,21.2,5,NA,9007.4,7.6,3.42,50.65,2017-08-18,2017-08-21T08:45:00Z
2017-08-21T08:00:00Z,SD,2.48,38,7.5,86.7,21.2,5.1,NA,9161.6,7.6,3.24,47.94,2017-08-18,2017-08-21T09:00:00Z
2017-08-21T08:15:00Z,SD,2.49,32,7.4,86.4,21.2,5.2,NA,9191.2,7.6,3.1,49.54,2017-08-18,2017-08-21T09:15:00Z
2017-08-21T08:30:00Z,SD,2.49,29,7.5,86.7,21.2,5.2,NA,9278.5,7.6,3.07,48.46,2017-08-18,2017-08-21T09:30:00Z
2017-08-21T08:45:00Z,SD,2.49,25,7.5,86.7,21.2,5.2,NA,9307.2,7.6,2.92,48,2017-08-18,2017-08-21T09:45:00Z
2017-08-21T09:00:00Z,SD,2.48,26,7.4,85.8,21.2,5.2,NA,9326.3,7.6,2.84,47.96,2017-08-18,2017-08-21T10:00:00Z
2017-08-21T09:15:00Z,SD,2.45,29,7.4,85.9,21.2,5.2,NA,9327.2,7.6,3.07,47.08,2017-08-18,2017-08-21T10:15:00Z
2017-08-21T09:30:00Z,SD,2.42,27,7.4,85.7,21.2,5.1,NA,9032.1,7.6,3.33,53.83,2017-08-18,2017-08-21T10:30:00Z
2017-08-21T09:45:00Z,SD,2.37,28,7.3,83.9,21,4.9,NA,8699.8,7.6,3.49,61.27,2017-08-18,2017-08-21T10:45:00Z
2017-08-21T10:00:00Z,SD,2.31,26,7.3,83.4,20.7,4.5,NA,8178.4,7.6,3.88,71.46,2017-08-18,2017-08-21T11:00:00Z
2017-08-21T10:15:00Z,SD,2.24,28,7.2,83,20.7,4.4,NA,7986.6,7.7,4.02,74.94,2017-08-18,2017-08-21T11:15:00Z
2017-08-21T10:30:00Z,SD,2.16,32,7.2,82.6,20.6,4.3,NA,7822.6,7.7,3.99,76.67,2017-08-18,2017-08-21T11:30:00Z
2017-08-21T10:45:00Z,SD,2.07,34,7.2,82.4,20.6,4.3,NA,7707.3,7.7,4,78.17,2017-08-18,2017-08-21T11:45:00Z
2017-08-21T11:00:00Z,SD,1.97,36,7.2,81.8,20.5,4.2,NA,7655.7,7.7,4.1,78.37,2017-08-18,2017-08-21T12:00:00Z
2017-08-21T11:15:00Z,SD,1.87,36,7.1,81,20.5,4.2,NA,7568.4,7.7,4.2,78.8,2017-08-18,2017-08-21T12:15:00Z
2017-08-21T11:30:00Z,SD,1.76,37,7,80,20.5,4.1,NA,7464,7.7,4.26,79.43,2017-08-18,2017-08-21T12:30:00Z
2017-08-21T11:45:00Z,SD,1.67,38,7,79,20.4,4,NA,7329.4,7.7,4.33,82.17,2017-08-18,2017-08-21T12:45:00Z
2017-08-21T12:00:00Z,SD,1.57,38,6.9,78,20.3,4,NA,7183.8,7.7,4.57,84.58,2017-08-18,2017-08-21T13:00:00Z
2017-08-21T12:15:00Z,SD,1.48,40,6.8,77.1,20.2,3.9,NA,7001.3,7.7,4.82,87.53,2017-08-18,2017-08-21T13:15:00Z
2017-08-21T12:30:00Z,SD,1.39,43,6.8,76.2,20.2,3.8,NA,6854.8,7.7,5.12,89.23,2017-08-18,2017-08-21T13:30:00Z
2017-08-21T12:45:00Z,SD,1.32,44,6.7,75.4,20.1,3.7,NA,6723.5,7.7,5.52,91.12,2017-08-18,2017-08-21T13:45:00Z
2017-08-21T13:00:00Z,SD,1.25,45,6.6,74.7,20.1,3.7,NA,6670,7.7,5.61,92.6,2017-08-18,2017-08-21T14:00:00Z
2017-08-21T13:15:00Z,SD,1.19,43,6.6,73.8,20.1,3.6,NA,6624.1,7.7,5.8,93.21,2017-08-18,2017-08-21T14:15:00Z
2017-08-21T13:30:00Z,SD,1.13,47,6.5,72.6,20,3.6,NA,6586.6,7.7,5.98,93.87,2017-08-18,2017-08-21T14:30:00Z
2017-08-21T13:45:00Z,SD,1.08,44,6.3,71.2,20,3.6,NA,6556.7,7.7,7.28,94.96,2017-08-18,2017-08-21T14:45:00Z
2017-08-21T14:00:00Z,SD,1.02,47,6.2,70.2,20,3.6,NA,6538.8,7.7,7.9,95.76,2017-08-18,2017-08-21T15:00:00Z
2017-08-21T14:15:00Z,SD,0.98,47,6.2,69.5,20,3.6,NA,6521.9,7.7,8.12,96.78,2017-08-18,2017-08-21T15:15:00Z
2017-08-21T14:30:00Z,SD,0.93,56,6.1,68.7,20,3.6,NA,6508.8,7.7,8.47,97.11,2017-08-18,2017-08-21T15:30:00Z
2017-08-21T14:45:00Z,SD,0.88,51,6.1,68.1,20,3.6,NA,6496.6,7.7,9.09,97.25,2017-08-18,2017-08-21T15:45:00Z
2017-08-21T15:00:00Z,SD,0.85,47,6,67.4,20,3.6,NA,6490,7.7,10.1,98.21,2017-08-18,2017-08-21T16:00:00Z
2017-08-21T15:15:00Z,SD,0.8,54,6,67.2,20.1,3.6,NA,6487.4,7.7,9.95,96.98,2017-08-18,2017-08-21T16:15:00Z
2017-08-21T15:30:00Z,SD,0.76,48,5.9,66.6,20.1,3.6,NA,6486.8,7.7,12.42,97.5,2017-08-18,2017-08-21T16:30:00Z
2017-08-21T15:45:00Z,SD,0.74,50,5.8,65.7,20.1,3.5,NA,6484.4,7.7,11.57,96.4,2017-08-18,2017-08-21T16:45:00Z
2017-08-21T16:00:00Z,SD,0.72,70,5.8,65.2,20.1,3.5,NA,6484.6,7.7,12.62,97.3,2017-08-18,2017-08-21T17:00:00Z
2017-08-21T16:15:00Z,SD,0.7,55,5.7,64.4,20,3.6,NA,6486.4,7.7,14.72,97.26,2017-08-18,2017-08-21T17:15:00Z
2017-08-21T16:30:00Z,SD,0.7,57,5.7,63.6,20,3.6,NA,6489,7.7,15.06,99.45,2017-08-18,2017-08-21T17:30:00Z
2017-08-21T16:45:00Z,SD,0.71,48,5.6,62.7,20,3.6,NA,6491.8,7.7,15.46,99.76,2017-08-18,2017-08-21T17:45:00Z
2017-08-21T17:00:00Z,SD,0.77,58,5.7,63.9,20,3.6,NA,6491.2,7.7,14.48,98.86,2017-08-18,2017-08-21T18:00:00Z
2017-08-21T17:15:00Z,SD,0.85,38,6.9,77.9,20.3,3.4,NA,6189.7,7.7,5.38,104.38,2017-08-18,2017-08-21T18:15:00Z
2017-08-21T17:30:00Z,SD,0.95,45,6.9,77.9,20.3,3.4,NA,6234.4,7.7,4.87,101.19,2017-08-18,2017-08-21T18:30:00Z
2017-08-21T17:45:00Z,SD,1.06,52,7,78.7,20.4,3.5,NA,6319.2,7.7,4.95,97.52,2017-08-18,2017-08-21T18:45:00Z
2017-08-21T18:00:00Z,SD,1.18,59,7,79.2,20.4,3.5,NA,6456.1,7.7,4.98,90.5,2017-08-18,2017-08-21T19:00:00Z
2017-08-21T18:15:00Z,SD,1.3,73,7,79.3,20.4,3.6,NA,6597.1,7.7,4.82,83.93,2017-08-18,2017-08-21T19:15:00Z
2017-08-21T18:30:00Z,SD,1.43,96,7.1,80.4,20.5,3.7,NA,6689.9,7.7,4.9,75.67,2017-08-18,2017-08-21T19:30:00Z
2017-08-21T18:45:00Z,SD,1.56,117,7.1,81,20.5,3.7,NA,6805.9,7.7,4.86,69.04,2017-08-18,2017-08-21T19:45:00Z
2017-08-21T19:00:00Z,SD,1.67,119,7.1,81.2,20.6,3.8,NA,6911.2,7.7,4.84,66.52,2017-08-18,2017-08-21T20:00:00Z
2017-08-21T19:15:00Z,SD,1.78,150,7.2,82,20.7,4,NA,7181.9,7.7,4.73,60.19,2017-08-18,2017-08-21T20:15:00Z
2017-08-21T19:30:00Z,SD,1.88,128,7.2,82.4,20.7,4.1,NA,7381,7.7,4.6,58.57,2017-08-18,2017-08-21T20:30:00Z
2017-08-21T19:45:00Z,SD,1.97,142,7.2,82.8,20.8,4.2,NA,7543.5,7.7,4.54,56.4,2017-08-18,2017-08-21T20:45:00Z
2017-08-21T20:00:00Z,SD,2.04,111,7.2,83.2,20.9,4.3,NA,7814.6,7.7,4.35,57.79,2017-08-18,2017-08-21T21:00:00Z
2017-08-21T20:15:00Z,SD,2.1,111,7.3,83.5,21,4.4,NA,7975.6,7.6,4.27,57.2,2017-08-18,2017-08-21T21:15:00Z
2017-08-21T20:30:00Z,SD,2.15,78,7.3,83.9,21,4.5,NA,8139.5,7.6,4.32,61.1,2017-08-18,2017-08-21T21:30:00Z
2017-08-21T20:45:00Z,SD,2.18,65,7.3,84,21,4.5,NA,8171,7.6,4.43,63.32,2017-08-18,2017-08-21T21:45:00Z
2017-08-21T21:00:00Z,SD,2.2,59,7.3,83.9,21.1,4.6,NA,8219.7,7.6,4.12,65.66,2017-08-18,2017-08-21T22:00:00Z
2017-08-21T21:15:00Z,SD,2.22,46,7.3,84,21.1,4.7,NA,8361.8,7.6,4.03,63.58,2017-08-18,2017-08-21T22:15:00Z
2017-08-21T21:30:00Z,SD,2.23,46,7.3,84.1,21.1,4.7,NA,8431.4,7.6,4.15,64.18,2017-08-18,2017-08-21T22:30:00Z
2017-08-21T21:45:00Z,SD,2.22,37,7.2,83.4,21.1,4.7,NA,8451.1,7.6,3.68,64.11,2017-08-18,2017-08-21T22:45:00Z
2017-08-21T22:00:00Z,SD,2.21,33,7.1,82,21.1,4.8,NA,8530.9,7.6,3.41,64.69,2017-08-18,2017-08-21T23:00:00Z
2017-08-21T22:15:00Z,SD,2.19,44,7.2,83.2,21.1,4.7,NA,8489.1,7.6,4.11,63.48,2017-08-18,2017-08-21T23:15:00Z
2017-08-21T22:30:00Z,SD,2.17,33,7.2,83.2,21.1,4.7,NA,8391.8,7.6,3.85,67.64,2017-08-18,2017-08-21T23:30:00Z
2017-08-21T22:45:00Z,SD,2.13,34,7.1,82.3,21.1,4.6,NA,8217.3,7.6,3.85,69.61,2017-08-18,2017-08-21T23:45:00Z
2017-08-21T23:00:00Z,SD,2.09,33,7.2,83.3,21.3,4.4,NA,7911,7.6,4.26,75.25,2017-08-18,2017-08-22T00:00:00Z
2017-08-21T23:15:00Z,SD,2.04,33,7.3,84.8,21.5,4.2,NA,7612.7,7.7,4.6,80.29,2017-08-18,2017-08-22T00:15:00Z
2017-08-21T23:30:00Z,SD,1.98,37,7.3,84.8,21.5,4.2,NA,7500.8,7.7,4.78,81.05,2017-08-18,2017-08-22T00:30:00Z
2017-08-21T23:45:00Z,SD,1.91,37,7.3,85.3,21.6,4,NA,7317,7.7,5,83.45,2017-08-18,2017-08-22T00:45:00Z
2017-08-22T00:00:00Z,SD,1.82,43,7.3,85,21.6,4,NA,7272.3,7.7,4.67,83.37,2017-08-18,2017-08-22T01:00:00Z
2017-08-22T00:15:00Z,SD,1.74,38,7.3,84.8,21.6,4,NA,7177.5,7.7,4.77,85.23,2017-08-18,2017-08-22T01:15:00Z
2017-08-22T00:30:00Z,SD,1.65,38,7.2,83.3,21.5,4,NA,7157.3,7.7,4.53,85.71,2017-08-18,2017-08-22T01:30:00Z
2017-08-22T00:45:00Z,SD,1.56,38,7.1,82.1,21.5,3.9,NA,7066.7,7.7,4.56,86.09,2017-08-18,2017-08-22T01:45:00Z
2017-08-22T01:00:00Z,SD,1.47,45,7.1,81.9,21.5,3.8,NA,6962.9,7.7,4.78,87.24,2017-08-18,2017-08-22T02:00:00Z
2017-08-22T01:15:00Z,SD,1.39,43,7,81.7,21.6,3.8,NA,6872.8,7.7,5.3,88.41,2017-08-18,2017-08-22T02:15:00Z
2017-08-22T01:30:00Z,SD,1.31,43,7,81.6,21.7,3.7,NA,6779.9,7.7,5.82,89.72,2017-08-18,2017-08-22T02:30:00Z
2017-08-22T01:45:00Z,SD,1.25,44,7,81.8,21.8,3.7,NA,6701.9,7.7,6.53,91.03,2017-08-18,2017-08-22T02:45:00Z
2017-08-22T02:00:00Z,SD,1.18,50,7,81.6,21.8,3.6,NA,6646.2,7.7,7.1,91.84,2017-08-18,2017-08-22T03:00:00Z
2017-08-22T02:15:00Z,SD,1.14,43,7,81.5,21.8,3.6,NA,6603.5,7.7,7.63,93.46,2017-08-18,2017-08-22T03:15:00Z
2017-08-22T02:30:00Z,SD,1.09,43,7,81,21.8,3.6,NA,6574.1,7.7,7.87,94.96,2017-08-18,2017-08-22T03:30:00Z
2017-08-22T02:45:00Z,SD,1.06,40,7,80.7,21.7,3.6,NA,6538.8,7.7,8.8,96.06,2017-08-18,2017-08-22T03:45:00Z
2017-08-22T03:00:00Z,SD,1.05,37,6.8,79,21.7,3.6,NA,6533.1,7.7,8.67,99.51,2017-08-18,2017-08-22T04:00:00Z
2017-08-22T03:15:00Z,SD,1.05,38,6.9,79.5,21.6,3.6,NA,6533.3,7.7,8.29,98.73,2017-08-18,2017-08-22T04:15:00Z
2017-08-22T03:30:00Z,SD,1.06,33,6.8,79,21.6,3.6,NA,6537.1,7.7,7.69,99.29,2017-08-18,2017-08-22T04:30:00Z
2017-08-22T03:45:00Z,SD,1.08,39,6.9,79.5,21.5,3.6,NA,6544.1,7.7,8.31,98.79,2017-08-18,2017-08-22T04:45:00Z
2017-08-22T04:00:00Z,SD,1.12,40,7.1,81.2,21.2,3.6,NA,6509.6,7.7,6.12,97.82,2017-08-18,2017-08-22T05:00:00Z
2017-08-22T04:15:00Z,SD,1.17,35,7.2,81.8,20.9,3.6,NA,6512.6,7.7,4.96,99.46,2017-08-18,2017-08-22T05:15:00Z
2017-08-22T04:30:00Z,SD,1.23,39,7.2,81.9,21,3.6,NA,6521.6,7.7,4.75,99.63,2017-08-18,2017-08-22T05:30:00Z
2017-08-22T04:45:00Z,SD,1.31,36,7.2,82.3,20.9,3.6,NA,6611.1,7.7,4.82,96.82,2017-08-18,2017-08-22T05:45:00Z
2017-08-22T05:00:00Z,SD,1.4,39,7.2,82.6,20.9,3.7,NA,6662.1,7.7,4.71,95.45,2017-08-18,2017-08-22T06:00:00Z
2017-08-22T05:15:00Z,SD,1.5,48,7.2,82.8,20.9,3.7,NA,6791.7,7.7,4.63,88.79,2017-08-18,2017-08-22T06:15:00Z
2017-08-22T05:30:00Z,SD,1.6,60,7.3,83.1,20.8,3.8,NA,6982.6,7.7,4.44,82.09,2017-08-18,2017-08-22T06:30:00Z
2017-08-22T05:45:00Z,SD,1.71,66,7.3,83.3,20.8,3.9,NA,7118.8,7.7,4.35,78.4,2017-08-18,2017-08-22T06:45:00Z
2017-08-22T06:00:00Z,SD,1.82,90,7.3,83.7,20.9,4,NA,7317.2,7.7,4.41,69.71,2017-08-18,2017-08-22T07:00:00Z
2017-08-22T06:15:00Z,SD,1.92,103,7.3,83.9,20.9,4.2,NA,7533.9,7.7,4.37,65.15,2017-08-18,2017-08-22T07:15:00Z
2017-08-22T06:30:00Z,SD,2.02,112,7.3,83.9,21,4.3,NA,7718.5,7.7,4.4,59.25,2017-08-18,2017-08-22T07:30:00Z
2017-08-22T06:45:00Z,SD,2.11,108,7.3,84,21,4.4,NA,7876.5,7.7,4.25,58.16,2017-08-18,2017-08-22T07:45:00Z
2017-08-22T07:00:00Z,SD,2.19,119,7.3,84.3,21,4.5,NA,8084,7.6,4.14,54.45,2017-08-18,2017-08-22T08:00:00Z
2017-08-22T07:15:00Z,SD,2.25,103,7.3,84.4,21,4.5,NA,8157.6,7.6,4.06,55.75,2017-08-18,2017-08-22T08:15:00Z
2017-08-22T07:30:00Z,SD,2.31,101,7.3,84.5,21,4.7,NA,8337.4,7.6,4,52.97,2017-08-18,2017-08-22T08:30:00Z
2017-08-22T07:45:00Z,SD,2.36,100,7.4,84.9,21,4.8,NA,8552.9,7.6,3.83,52.76,2017-08-18,2017-08-22T08:45:00Z
2017-08-22T08:00:00Z,SD,2.39,77,7.4,85.1,21,4.8,NA,8661.8,7.6,3.68,55.62,2017-08-18,2017-08-22T09:00:00Z
2017-08-22T08:15:00Z,SD,2.42,71,7.4,85.2,21,4.9,NA,8758.2,7.6,3.61,55.41,2017-08-18,2017-08-22T09:15:00Z
2017-08-22T08:30:00Z,SD,2.44,51,7.4,85.4,21,5,NA,8883.8,7.6,3.65,53.17,2017-08-18,2017-08-22T09:30:00Z
2017-08-22T08:45:00Z,SD,2.45,41,7.4,85.1,21,5,NA,8929.8,7.6,3.38,54.98,2017-08-18,2017-08-22T09:45:00Z
2017-08-22T09:00:00Z,SD,2.46,37,7.4,85.7,21,5.1,NA,9088.1,7.6,3.18,53.07,2017-08-18,2017-08-22T10:00:00Z
2017-08-22T09:15:00Z,SD,2.46,30,7.4,85.5,21,5.1,NA,9125.2,7.6,3.22,53.07,2017-08-18,2017-08-22T10:15:00Z
2017-08-22T09:30:00Z,SD,2.45,29,7.2,83.5,21,5.1,NA,9137.5,7.6,2.63,52.6,2017-08-18,2017-08-22T10:30:00Z
2017-08-22T09:45:00Z,SD,2.44,29,7.3,84.1,21,5.2,NA,9177.8,7.6,3.29,52.31,2017-08-18,2017-08-22T10:45:00Z
2017-08-22T10:00:00Z,SD,2.42,32,7.3,84.5,21,5.2,NA,9233,7.6,3.28,51.68,2017-08-18,2017-08-22T11:00:00Z
2017-08-22T10:15:00Z,SD,2.39,29,7.3,84.9,21,5,NA,9003.3,7.6,3.32,56.77,2017-08-18,2017-08-22T11:15:00Z
2017-08-22T10:30:00Z,SD,2.35,30,7.3,83.7,20.9,4.9,NA,8685.1,7.6,3.27,63.13,2017-08-18,2017-08-22T11:30:00Z
2017-08-22T10:45:00Z,SD,2.29,30,7.2,82.6,20.6,4.5,NA,8155.4,7.6,3.75,72.76,2017-08-18,2017-08-22T11:45:00Z
2017-08-22T11:00:00Z,SD,2.22,32,7.2,82.2,20.5,4.4,NA,7940.6,7.7,3.84,76.89,2017-08-18,2017-08-22T12:00:00Z
2017-08-22T11:15:00Z,SD,2.15,32,7.2,81.9,20.4,4.3,NA,7787.5,7.7,3.94,78.76,2017-08-18,2017-08-22T12:15:00Z
2017-08-22T11:30:00Z,SD,2.05,33,7.2,81.6,20.3,4.2,NA,7623.4,7.7,4.09,81.18,2017-08-18,2017-08-22T12:30:00Z
2017-08-22T11:45:00Z,SD,1.96,35,7.1,81,20.3,4.2,NA,7556.3,7.7,4.04,81.53,2017-08-18,2017-08-22T12:45:00Z
2017-08-22T12:00:00Z,SD,1.85,39,7.1,80.1,20.3,4.2,NA,7513.4,7.7,4.15,81.21,2017-08-18,2017-08-22T13:00:00Z
2017-08-22T12:15:00Z,SD,1.75,43,7,79.1,20.3,4.1,NA,7458,7.7,4.23,81.13,2017-08-18,2017-08-22T13:15:00Z
2017-08-22T12:30:00Z,SD,1.65,45,6.9,77.9,20.2,4,NA,7299.3,7.7,4.41,82.71,2017-08-18,2017-08-22T13:30:00Z
2017-08-22T12:45:00Z,SD,1.55,46,6.8,77,20.1,3.9,NA,7131.4,7.7,4.53,84.23,2017-08-18,2017-08-22T13:45:00Z
2017-08-22T13:00:00Z,SD,1.46,65,6.8,76.3,20,3.8,NA,6947,7.7,4.93,88.26,2017-08-18,2017-08-22T14:00:00Z
2017-08-22T13:15:00Z,SD,1.37,48,6.8,75.7,19.9,3.8,NA,6833.8,7.7,5.1,89.47,2017-08-18,2017-08-22T14:15:00Z
2017-08-22T13:30:00Z,SD,1.29,48,6.7,75.1,19.8,3.7,NA,6743.5,7.7,5.46,90.72,2017-08-18,2017-08-22T14:30:00Z
2017-08-22T13:45:00Z,SD,1.22,49,6.6,74.1,19.8,3.7,NA,6692.8,7.7,5.48,91.84,2017-08-18,2017-08-22T14:45:00Z
2017-08-22T14:00:00Z,SD,1.16,50,6.5,72.9,19.8,3.6,NA,6643.4,7.7,6.12,94,2017-08-18,2017-08-22T15:00:00Z
2017-08-22T14:15:00Z,SD,1.1,50,6.4,71.9,19.7,3.6,NA,6614.9,7.7,6.67,93.44,2017-08-18,2017-08-22T15:15:00Z
2017-08-22T14:30:00Z,SD,1.05,54,6.3,71,19.7,3.6,NA,6597.7,7.7,7.24,95.45,2017-08-18,2017-08-22T15:30:00Z
2017-08-22T14:45:00Z,SD,1,51,6.3,70,19.7,3.6,NA,6584.9,7.7,8.69,95.7,2017-08-18,2017-08-22T15:45:00Z
2017-08-22T15:00:00Z,SD,0.96,46,6.2,69.5,19.8,3.6,NA,6579.9,7.7,8.25,97.47,2017-08-18,2017-08-22T16:00:00Z
2017-08-22T15:15:00Z,SD,0.92,48,6.2,69.3,19.8,3.6,NA,6575.4,7.7,9.44,97.44,2017-08-18,2017-08-22T16:15:00Z
2017-08-22T15:30:00Z,SD,0.88,50,6.2,69.3,19.9,3.6,NA,6571.5,7.7,9.22,96.99,2017-08-18,2017-08-22T16:30:00Z
2017-08-22T15:45:00Z,SD,0.84,50,6.2,69,19.9,3.6,NA,6570.9,7.7,9.62,96.93,2017-08-18,2017-08-22T16:45:00Z
2017-08-22T16:00:00Z,SD,0.8,54,6.1,68.5,20,3.6,NA,6565.5,7.7,10.43,97.62,2017-08-18,2017-08-22T17:00:00Z
2017-08-22T16:15:00Z,SD,0.77,52,6,68,20.1,3.6,NA,6565.5,7.7,11.07,97.49,2017-08-18,2017-08-22T17:15:00Z
2017-08-22T16:30:00Z,SD,0.74,53,6,67.3,20.2,3.6,NA,6568.5,7.7,11.69,97.43,2017-08-18,2017-08-22T17:30:00Z
