Bottle,datetime,Site,ID,EC_uScm,pH,Turbidity_ntu,filter_mL,filter_g,60C_g,510C_g,Notes,Entered By,QA/QC,DOC_ppm,DOC_rep2,TN_ppm,TN_rep2,NO3_ppm,NO3_rep2,NH4_ppm,NH4_rep2,TP_ppm,TP_rep2,PO4_PPM,PO4_rep2,datetime_DLS,Yr
22,2018-07-17T13:30:00Z,HL,CMP 774,8.772,8.04,64.8,420,0.1261,0.1603,0.1537,NA,JS,CN,11.3,NA,1.81,NA,1.21,NA,0.07,NA,0.404,NA,0.399,NA,2018-07-17T13:30:00Z,2018
23,2018-07-17T14:30:00Z,HL,CMP 775,8.943,8.05,53.1,440,0.1294,0.1608,0.1553,NA,JS,CN,12.5,NA,1.87,NA,1.16,NA,0.07,0.07,0.394,NA,0.387,NA,2018-07-17T14:30:00Z,2018
24,2018-07-17T15:30:00Z,HL,CMP 776,8.893,7.99,45.4,430,0.1264,0.1524,0.1476,NA,JS,CN,14.3,NA,1.88,1.49,1.22,NA,0.08,NA,0.432,0.433,0.407,0.405,2018-07-17T15:30:00Z,2018
1,2018-07-17T17:15:00Z,PT,CMP 777,8.239,7.98,101,440,0.1262,0.1781,0.1671,NA,JS,CN,14.3,NA,2.13,NA,1.09,NA,0.02,NA,0.529,NA,0.431,NA,2018-07-17T17:15:00Z,2018
2,2018-07-17T18:15:00Z,PT,CMP 778,8.128,8.05,69.1,390,0.1269,0.1612,0.1522,NA,JS,CN,14.9,NA,2,NA,1.06,NA,0.05,NA,0.481,NA,0.455,NA,2018-07-17T18:15:00Z,2018
3,2018-07-17T19:15:00Z,PT,CMP 779,7.912,8.07,64,500,0.1258,0.1606,0.15310000000000001,NA,JS,CN,16.3,NA,2.01,NA,1.06,NA,0.06,NA,0.497,NA,0.478,NA,2018-07-17T19:15:00Z,2018
4,2018-07-17T20:15:00Z,PT,CMP 780,7.754,8.11,56.9,370,0.1278,0.1571,0.149,NA,JS,CN,16,16.1,2.03,NA,1.13,NA,0.06,NA,0.521,NA,0.502,NA,2018-07-17T20:15:00Z,2018
5,2018-07-17T21:15:00Z,PT,CMP 781,7.512,8.11,61.4,430,0.1307,0.1637,0.1564,NA,JS,CN,15.9,NA,2.21,NA,1.22,1.23,0.07,NA,0.541,NA,0.531,NA,2018-07-17T21:15:00Z,2018
6,2018-07-17T22:15:00Z,PT,CMP 782,7.592,8.09,123,360,0.1288,0.174,0.1643,NA,JS,CN,14.1,NA,2.12,NA,1.16,NA,0.08,NA,0.692,NA,0.512,NA,2018-07-17T22:15:00Z,2018
7,2018-07-17T23:15:00Z,PT,CMP 783,8.336,8.04,108,470,0.1298,0.1886,0.1759,NA,JS,CN,13.3,NA,1.83,NA,0.91,NA,0.05,NA,0.609,NA,0.431,NA,2018-07-17T23:15:00Z,2018
8,2018-07-18T00:15:00Z,PT,CMP 784,8.396,8.03,153,490,0.1292,0.1983,0.1838,NA,JS,CN,12.4,NA,2.3,NA,1.35,NA,0.04,0.04,0.654,NA,0.48,NA,2018-07-18T00:15:00Z,2018
9,2018-07-18T01:15:00Z,PT,CMP 785,8.617,8.04,130,490,0.1292,0.2113,0.1811,NA,JS,CN,12,NA,2,1.96,1.27,NA,0.06,NA,0.56,0.552,0.454,0.446,2018-07-18T01:15:00Z,2018
10,2018-07-18T02:15:00Z,PT,CMP 786,8.782,8.04,83.7,420,0.1282,0.4572,0.1586,NA,JS,CN,11.5,NA,1.97,NA,1.22,NA,0.07,NA,0.424,NA,0.408,NA,2018-07-18T02:15:00Z,2018
11,2018-07-18T03:15:00Z,PT,CMP 787,8.913,8.09,65,380,0.1278,0.2674,0.1537,NA,JS,CN,11.8,NA,1.85,NA,1.19,NA,0.06,NA,0.404,NA,0.397,NA,2018-07-18T03:15:00Z,2018
12,2018-07-18T04:15:00Z,PT,CMP 788,8.81,8.05,54.8,360,0.1289,0.2416,0.1502,NA,JS,CN,12.5,NA,1.85,NA,1.18,NA,0.06,NA,0.435,NA,0.408,NA,2018-07-18T04:15:00Z,2018
13,2018-07-18T05:15:00Z,PT,CMP 789,8.623,8.1,55.8,400,0.1271,0.3628,0.1499,NA,JS,CN,13.6,NA,1.94,NA,1.26,NA,0.06,NA,0.44,NA,0.434,NA,2018-07-18T05:15:00Z,2018
14,2018-07-18T06:15:00Z,PT,CMP 790,8.388,7.99,77.6,450,0.1277,0.394,0.1619,NA,JS,CN,13.9,14,2.12,NA,1.32,1.29,0.05,NA,0.481,NA,0.462,NA,2018-07-18T06:15:00Z,2018
15,2018-07-17T07:15:00Z,PT,CMP 791,8.431,7.99,67.1,450,0.1293,0.3165,0.1577,NA,JS,CN,14.1,NA,1.9,NA,1.03,NA,0.06,0.06,0.45,NA,0.445,NA,2018-07-17T07:15:00Z,2018
16,2018-07-17T08:15:00Z,PT,CMP 792,8.267,7.98,53.7,420,0.1364,0.2012,0.1527,NA,JS,CN,14.5,NA,1.83,NA,0.97,NA,0.06,NA,0.451,NA,0.44,NA,2018-07-17T08:15:00Z,2018
17,2018-07-17T09:15:00Z,PT,CMP 793,8.228,8.04,50.8,390,0.1295,0.4228,0.1499,NA,JS,CN,14.5,NA,1.88,1.86,0.96,NA,0.06,NA,0.461,NA,0.445,NA,2018-07-17T09:15:00Z,2018
18,2018-07-17T10:15:00Z,PT,CMP 794,8.303,8.03,45.4,410,0.1301,0.3839,0.1494,NA,JS,CN,13.9,NA,1.83,NA,0.96,NA,0.07,NA,0.454,0.454,0.445,0.443,2018-07-17T10:15:00Z,2018
19,2018-07-17T11:15:00Z,PT,CMP 795,8.377,8.01,42.8,370,0.1311,0.3972,0.1481,NA,JS,CN,12.9,NA,1.99,NA,1.14,NA,0.07,NA,0.458,NA,0.455,NA,2018-07-17T11:15:00Z,2018
20,2018-07-17T12:15:00Z,PT,CMP 796,8.566,8.02,67.7,440,0.1295,0.3976,0.1587,NA,JS,CN,13,NA,2.04,NA,1.22,NA,0.06,NA,0.466,NA,0.446,NA,2018-07-17T12:15:00Z,2018
21,2018-07-17T13:15:00Z,PT,CMP 797,8.62,8.07,86.7,430,0.1289,0.3996,0.1589,NA,JS,CN,12.1,NA,2.11,NA,1.25,NA,0.07,NA,0.489,NA,0.432,NA,2018-07-17T13:15:00Z,2018
22,2018-07-17T14:15:00Z,PT,CMP 798,8.764,8.12,57.7,520,0.1309,0.1664,0.1598,NA,JS,CN,12.3,NA,1.93,NA,1.19,NA,0.08,NA,0.44,NA,0.425,NA,2018-07-17T14:15:00Z,2018
23,2018-07-17T15:15:00Z,PT,CMP 799,8.847,8.02,50.3,350,0.1267,0.1499,0.1456,NA,JS,CN,13.5,NA,1.96,NA,1.22,NA,0.09,NA,0.44,NA,0.419,NA,2018-07-17T15:15:00Z,2018
24,2018-07-17T16:15:00Z,PT,CMP 800,8.648,8,54.7,440,0.1299,0.1614,0.1549,NA,JS,CN,13.7,12.3,1.95,1.95,1.26,1.21,0.07,0.07,0.489,0.474,0.442,0.437,2018-07-17T16:15:00Z,2018
1,2018-08-14T15:43:00Z,FM,CMP 801,9.126,7.75,40.2,350,0.1299,0.1523,0.1466,NA,JS,CN,20.2,NA,1.78,NA,0.81,NA,0.03,NA,0.319,NA,0.188,NA,2018-08-14T15:45:00Z,2018
2,2018-08-14T16:43:00Z,FM,CMP 802,9.538,7.78,51.4,390,0.1287,0.1554,0.1498,NA,JS,CN,14.6,NA,1.59,NA,0.8,NA,0.05,NA,0.348,NA,0.249,NA,2018-08-14T16:45:00Z,2018
3,2018-08-14T17:43:00Z,FM,CMP 803,9.786,7.79,47.2,400,0.1299,0.1578,0.1518,NA,JS,CN,16,NA,1.47,NA,0.7,NA,0.11,NA,0.319,NA,0.25,NA,2018-08-14T17:45:00Z,2018
4,2018-08-14T18:43:00Z,FM,CMP 804,9.936,7.82,64.8,510,0.1282,0.1645,0.1571,NA,JS,CN,16.8,NA,1.5,NA,0.62,NA,0.03,NA,0.397,NA,0.249,NA,2018-08-14T18:45:00Z,2018
5,2018-08-14T19:43:00Z,FM,CMP 805,10.13,7.83,118,380,0.1298,0.1753,0.1671,NA,JS,CN,17.5,NA,1.56,NA,0.58,NA,0.05,NA,0.505,NA,0.25,NA,2018-08-14T19:45:00Z,2018
6,2018-08-14T20:43:00Z,FM,CMP 806,9.628,7.92,120,440,0.129,0.1943,0.1831,NA,JS,CN,14.6,NA,1.97,NA,1.15,NA,0.04,NA,0.622,NA,0.336,NA,2018-08-14T20:45:00Z,2018
7,2018-08-14T21:43:00Z,FM,CMP 807,9.602,7.92,67.3,400,0.1242,0.1582,0.1505,NA,JS,CN,14.1,NA,1.93,NA,1.16,NA,0.09,NA,0.495,NA,0.344,NA,2018-08-14T21:45:00Z,2018
8,2018-08-14T22:43:00Z,FM,CMP 808,9.026,7.87,253,380,0.1244,0.2068,0.1931,NA,JS,CN,12.7,NA,1.85,NA,0.72,NA,0.04,NA,0.404,NA,0.211,NA,2018-08-14T22:45:00Z,2018
9,2018-08-14T23:43:00Z,FM,CMP 809,6.931,7.83,137,400,0.1293,0.1846,0.1752,NA,JS,CN,11.9,NA,0.92,0.94,0.28,0.28,0,NA,0.113,0.123,0.087,0.085,2018-08-14T23:45:00Z,2018
10,2018-08-15T00:43:00Z,FM,CMP 810,6.62,7.81,81.9,450,0.1305,0.1711,0.1637,NA,JS,CN,7.5,7.2,0.88,NA,0.25,NA,0.03,NA,0.113,NA,0.075,NA,2018-08-15T00:45:00Z,2018
11,2018-08-15T01:43:00Z,FM,CMP 811,6.794,7.77,54.2,370,0.1335,0.1539,0.1497,NA,JS,CN,9.1,NA,0.94,NA,0.29,NA,0.05,NA,0.123,NA,0.087,NA,2018-08-15T01:45:00Z,2018
12,2018-08-15T02:43:00Z,FM,CMP 812,7.844,7.79,54.8,410,0.1291,0.1528,0.1446,NA,JS,CN,10.4,NA,1.15,NA,0.55,NA,0.04,NA,0.182,NA,0.153,NA,2018-08-15T02:45:00Z,2018
13,2018-08-15T03:43:00Z,FM,CMP 813,8.513,7.81,47.8,400,0.1288,0.1516,0.1468,NA,JS,CN,13.4,NA,1.31,NA,0.64,NA,0.05,NA,0.201,NA,0.192,NA,2018-08-15T03:45:00Z,2018
14,2018-08-15T04:43:00Z,FM,CMP 814,9.441,7.87,40.7,370,0.1271,0.1477,0.1434,NA,JS,CN,15,NA,1.52,NA,0.99,NA,0.05,NA,0.329,NA,0.29,NA,2018-08-15T04:45:00Z,2018
15,2018-08-15T05:43:00Z,FM,CMP 815,9.527,7.96,36.2,380,0.1296,0.1468,0.1429,NA,JS,CN,13.7,NA,1.75,NA,1.02,NA,0.06,NA,0.348,NA,0.322,NA,2018-08-15T05:45:00Z,2018
16,2018-08-15T06:43:00Z,FM,CMP 816,9.48,7.98,68.4,370,0.1281,0.1536,0.1484,NA,JS,CN,13.6,NA,1.7,NA,1.03,NA,0.06,0.06,0.446,NA,0.311,NA,2018-08-15T06:45:00Z,2018
17,2018-08-14T07:43:00Z,FM,CMP 817,9.422,7.94,52.3,370,0.1292,0.1497,0.1457,NA,JS,CN,13,NA,1.55,NA,0.91,NA,0.06,NA,0.348,NA,0.285,NA,2018-08-14T07:45:00Z,2018
18,2018-08-14T08:43:00Z,FM,CMP 818,8.823,7.9,63.3,380,0.1297,0.1533,0.1487,NA,JS,CN,13.4,NA,1.68,1.63,0.71,0.73,0.06,0.06,0.387,0.368,0.228,0.228,2018-08-14T08:45:00Z,2018
19,2018-08-14T09:43:00Z,FM,CMP 819,9.227,7.92,49.7,410,0.1277,0.1538,0.1485,NA,JS,CN,13.4,NA,1.85,NA,1.11,NA,0.09,NA,0.387,NA,0.328,NA,2018-08-14T09:45:00Z,2018
20,2018-08-14T10:43:00Z,FM,CMP 820,9.216,7.91,48.8,430,0.1302,0.1561,0.1505,NA,JS,CN,11.7,11.7,1.66,NA,0.91,NA,0.07,NA,0.348,NA,0.281,NA,2018-08-14T10:45:00Z,2018
21,2018-08-14T11:43:00Z,FM,CMP 821,7.685,7.9,58.3,430,0.1298,0.1588,0.1532,NA,JS,CN,10.3,NA,1.07,NA,0.53,NA,0.05,NA,0.27,NA,0.158,NA,2018-08-14T11:45:00Z,2018
22,2018-08-14T12:43:00Z,FM,CMP 822,8.822,7.8,43.3,450,0.1276,0.1523,0.1471,NA,JS,CN,12.2,NA,1.49,NA,0.81,NA,0.08,NA,0.319,NA,0.236,NA,2018-08-14T12:45:00Z,2018
23,2018-08-14T13:43:00Z,FM,CMP 823,8.888,7.82,35.3,370,0.1271,0.1456,0.1418,NA,JS,CN,13.1,NA,1.36,NA,0.86,NA,0.07,NA,0.25,NA,0.246,NA,2018-08-14T13:45:00Z,2018
24,2018-08-14T14:43:00Z,FM,CMP 824,8.964,7.84,36.9,350,0.1281,0.1442,0.1408,NA,JS,CN,12.3,NA,1.47,NA,0.87,NA,0.07,NA,0.309,NA,0.258,NA,2018-08-14T14:45:00Z,2018
1,2018-08-14T16:19:00Z,SD,CMP 825,9.779,7.78,54.1,400,0.1278,0.1514,0.1459,NA,JS,CN,20.8,NA,1.65,NA,1.02,NA,0.02,NA,0.515,NA,0.274,NA,2018-08-14T16:15:00Z,2018
2,2018-08-14T17:19:00Z,SD,CMP 826,10.21,7.8,59.1,330,0.1287,0.1571,0.1496,NA,JS,CN,23.8,NA,1.89,NA,0.88,NA,0.09,NA,0.671,NA,0.349,NA,2018-08-14T17:15:00Z,2018
3,2018-08-14T18:19:00Z,SD,CMP 827,10.24,7.87,53.8,380,0.1295,0.1563,0.1486,NA,JS,CN,26.5,NA,2.06,2.05,0.7,0.69,0,0,0.74,0.74,0.349,0.347,2018-08-14T18:15:00Z,2018
4,2018-08-14T19:19:00Z,SD,CMP 828,10.4,7.83,42.1,390,0.1289,0.153,0.1448,NA,JS,CN,28.9,NA,2.26,NA,0.72,NA,0.13,NA,0.916,NA,0.392,NA,2018-08-14T19:15:00Z,2018
5,2018-08-14T20:19:00Z,SD,CMP 829,10.52,7.79,53.1,400,0.126,0.1566,0.1467,NA,JS,CN,28.1,NA,2.69,NA,1.13,NA,0.02,NA,0.955,NA,0.48,NA,2018-08-14T20:15:00Z,2018
6,2018-08-14T21:19:00Z,SD,CMP 830,9.706,8.05,57.5,380,0.1271,0.1584,0.1523,NA,JS,CN,15.2,14.8,2.16,NA,1.32,NA,0.1,NA,0.534,NA,0.408,NA,2018-08-14T21:15:00Z,2018
7,2018-08-14T22:19:00Z,SD,CMP 831,9.523,8.02,101,340,0.1306,0.1764,0.1682,NA,JS,CN,13,NA,1.89,NA,1.17,NA,0.05,NA,0.563,NA,0.344,NA,2018-08-14T22:15:00Z,2018
8,2018-08-14T23:19:00Z,SD,CMP 832,9.004,8.02,91.5,430,0.1278,0.1737,0.1657,NA,JS,CN,13.5,NA,1.58,NA,0.97,NA,0.06,NA,0.466,NA,0.269,NA,2018-08-14T23:15:00Z,2018
9,2018-08-15T00:19:00Z,SD,CMP 833,8.733,8,94.9,490,0.1274,0.1718,0.1639,NA,JS,CN,13.3,NA,1.56,NA,0.85,NA,0.07,NA,0.436,NA,0.246,NA,2018-08-15T00:15:00Z,2018
10,2018-08-15T01:19:00Z,SD,CMP 834,8.824,7.97,79.2,430,0.1288,0.1681,0.1612,NA,JS,CN,10.5,NA,1.43,NA,0.82,NA,0.06,NA,0.368,NA,0.238,NA,2018-08-15T01:15:00Z,2018
11,2018-08-15T02:19:00Z,SD,CMP 835,8.853,7.94,79.8,440,0.1307,0.172,0.1645,NA,JS,CN,10.6,NA,1.47,NA,0.81,NA,0.08,NA,0.397,NA,0.238,NA,2018-08-15T02:15:00Z,2018
12,2018-08-15T03:19:00Z,SD,CMP 836,8.874,7.99,42.4,380,0.1288,0.1514,0.147,NA,JS,CN,11.9,NA,1.45,1.43,0.84,0.83,0.04,0.04,0.299,0.29,0.258,0.262,2018-08-15T03:15:00Z,2018
13,2018-08-15T04:19:00Z,SD,CMP 837,9.442,7.99,38.1,450,0.1276,0.1476,0.1434,NA,JS,CN,13,NA,1.8,NA,1.04,NA,0.04,NA,0.378,NA,0.368,NA,2018-08-15T04:15:00Z,2018
14,2018-08-15T05:19:00Z,SD,CMP 838,9.797,7.98,38.9,440,0.1284,0.1453,0.1415,NA,JS,CN,14.5,NA,1.87,NA,1.11,NA,0.09,NA,0.436,NA,0.371,NA,2018-08-15T05:15:00Z,2018
15,2018-08-15T06:19:00Z,SD,CMP 839,10.04,7.89,36.2,420,0.1274,0.146,0.1412,NA,JS,CN,19.8,NA,2.35,NA,1.04,NA,0.03,NA,0.593,NA,0.381,NA,2018-08-15T06:15:00Z,2018
16,2018-08-14T07:19:00Z,SD,CMP 840,10.02,7.92,48.4,400,0.1277,0.1546,0.1472,NA,JS,CN,22.1,21.9,2.19,NA,0.99,NA,0.04,NA,0.7,NA,0.387,NA,2018-08-14T07:15:00Z,2018
17,2018-08-14T08:19:00Z,SD,CMP 841,10.07,7.85,47.4,430,0.1272,0.1399,0.1365,NA,JS,CN,23,NA,2.16,NA,0.98,NA,0.03,NA,0.72,NA,0.389,NA,2018-08-14T08:15:00Z,2018
18,2018-08-14T09:19:00Z,SD,CMP 842,9.601,7.99,35.3,390,0.1274,0.1461,0.1421,NA,JS,CN,14,NA,1.94,NA,1.22,NA,0.07,NA,0.417,NA,0.379,NA,2018-08-14T09:15:00Z,2018
19,2018-08-14T10:19:00Z,SD,CMP 843,9.183,8.01,51.5,440,0.1303,0.1589,0.1532,NA,JS,CN,12.1,NA,1.62,NA,1.04,NA,0.07,NA,0.378,NA,0.322,NA,2018-08-14T10:15:00Z,2018
20,2018-08-14T11:19:00Z,SD,CMP 844,8.867,8,60.5,410,0.1269,0.1558,0.1506,NA,JS,CN,12.2,NA,1.58,NA,0.82,NA,0.06,NA,0.348,NA,0.255,NA,2018-08-14T11:15:00Z,2018
21,2018-08-14T12:19:00Z,SD,CMP 845,8.633,7.97,72.8,380,0.1268,0.1577,0.1523,NA,JS,CN,10.9,NA,1.43,1.48,0.73,0.73,0.03,0.03,0.358,0.358,0.23,0.228,2018-08-14T12:15:00Z,2018
22,2018-08-14T13:19:00Z,SD,CMP 846,8.826,7.91,70.6,360,0.1262,0.1586,0.1532,NA,JS,CN,10.6,NA,1.63,NA,0.79,NA,0.07,NA,0.368,NA,0.241,NA,2018-08-14T13:15:00Z,2018
23,2018-08-14T14:19:00Z,SD,CMP 847,8.835,7.87,58.5,530,0.1299,0.1662,0.1598,NA,JS,CN,12.4,NA,1.66,NA,0.85,NA,0.14,NA,0.368,NA,0.265,NA,2018-08-14T14:15:00Z,2018
24,2018-08-14T15:19:00Z,SD,CMP 848,9.088,7.91,45.9,400,0.1306,0.154,0.1491,NA,JS,CN,13,NA,1.7,NA,0.96,NA,0.07,NA,0.378,NA,0.29,NA,2018-08-14T15:15:00Z,2018
1,2018-08-15T18:00:00Z,HL,CMP 849,10.13,8.06,29.8,510,0.1282,0.1535,0.1483,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T18:00:00Z,2018
2,2018-08-15T19:00:00Z,HL,CMP 850,10.22,8.05,33.2,390,0.1309,0.1537,0.149,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T19:00:00Z,2018
3,2018-08-15T20:00:00Z,HL,CMP 851,10.33,8.11,30.7,400,0.1297,0.148,0.1438,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T20:00:00Z,2018
4,2018-08-15T21:00:00Z,HL,CMP 852,10.42,8.1,25.5,400,0.1293,0.1398,0.1376,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T21:00:00Z,2018
5,2018-08-15T22:00:00Z,HL,CMP 853,10.19,8.11,44.2,360,0.1285,0.1552,0.1496,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T22:00:00Z,2018
6,2018-08-15T23:00:00Z,HL,CMP 854,9.668,8.09,82.3,410,0.1296,0.1709,0.1632,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T23:00:00Z,2018
7,2018-08-16T00:00:00Z,HL,CMP 855,9.725,8.08,68.6,370,0.1286,0.1518,0.1471,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T00:00:00Z,2018
8,2018-08-16T01:00:00Z,HL,CMP 856,9.676,8.02,61.2,350,0.1283,0.1567,0.1512,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T01:00:00Z,2018
9,2018-08-16T02:00:00Z,HL,CMP 857,9.542,8.07,57.7,330,0.1244,0.1481,0.14,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T02:00:00Z,2018
10,2018-08-16T03:00:00Z,HL,CMP 858,9.534,8.07,45.1,420,0.1298,0.1506,0.1468,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T03:00:00Z,2018
11,2018-08-16T04:00:00Z,HL,CMP 859,9.617,8.07,41.7,390,0.1268,0.1485,0.1444,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T04:00:00Z,2018
12,2018-08-16T05:00:00Z,HL,CMP 860,9.644,8.08,45.3,370,0.128,0.1513,0.1469,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T05:00:00Z,2018
13,2018-08-16T06:00:00Z,HL,CMP 861,9.689,8.11,48.7,360,0.1288,0.153,0.1483,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-16T06:00:00Z,2018
14,2018-08-15T07:00:00Z,HL,CMP 862,9.853,8.13,40.3,440,0.1282,0.1453,0.1419,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T07:00:00Z,2018
15,2018-08-15T08:00:00Z,HL,CMP 863,10.08,8.07,26.5,380,0.1287,0.1448,0.1413,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T08:00:00Z,2018
16,2018-08-15T09:00:00Z,HL,CMP 864,10.09,8.17,28.1,470,0.1248,0.1445,0.1408,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T09:00:00Z,2018
17,2018-08-15T10:00:00Z,HL,CMP 865,10.14,8.07,28.2,480,0.1284,0.1492,0.145,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T10:00:00Z,2018
18,2018-08-15T11:00:00Z,HL,CMP 866,9.772,8.09,49.2,420,0.1273,0.1572,0.1515,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T11:00:00Z,2018
19,2018-08-15T12:00:00Z,HL,CMP 867,9.582,8.06,55.1,510,0.1262,0.1642,0.1567,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T12:00:00Z,2018
20,2018-08-15T13:00:00Z,HL,CMP 868,9.613,8.04,58.4,440,0.1278,0.1483,0.1446,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T13:00:00Z,2018
21,2018-08-15T14:00:00Z,HL,CMP 869,9.589,8.07,51.8,430,0.1297,0.1589,0.1534,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T14:00:00Z,2018
22,2018-08-15T15:00:00Z,HL,CMP 870,9.54,8.03,37.1,420,0.1299,0.1518,0.1479,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T15:00:00Z,2018
23,2018-08-15T16:00:00Z,HL,CMP 871,9.593,8.01,35.1,450,0.1308,0.1527,0.1485,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T16:00:00Z,2018
24,2018-08-15T17:00:00Z,HL,CMP 872,9.591,8.07,40.8,360,0.1304,0.1503,0.1466,NA,JS,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-08-15T17:00:00Z,2018
1,2018-08-14T16:19:00Z,PT,CMP 873,9.937,7.96,88.5,490,0.1279,0.1799,0.1703,NA,JS,CN,15.4,NA,2.02,NA,1.25,NA,0.04,NA,0.632,NA,0.494,NA,2018-08-14T16:15:00Z,2018
2,2018-08-14T17:19:00Z,PT,CMP 874,9.942,8.07,124,440,0.1295,0.1924,0.181,NA,JS,CN,15,NA,1.81,NA,1.13,NA,0.04,NA,0.828,NA,0.492,NA,2018-08-14T17:15:00Z,2018
3,2018-08-14T18:19:00Z,PT,CMP 875,9.866,8.09,172,370,0.1301,0.2,0.1873,NA,JS,CN,16.3,NA,1.73,NA,1.04,NA,0.07,NA,1.053,NA,0.492,NA,2018-08-14T18:15:00Z,2018
4,2018-08-14T19:19:00Z,PT,CMP 876,9.796,8.05,214,430,0.1281,0.2211,0.2052,NA,JS,CN,15.5,NA,1.93,NA,1.03,NA,0,0,1.15,NA,0.494,NA,2018-08-14T19:15:00Z,2018
5,2018-08-14T20:19:00Z,PT,CMP 877,9.919,8.1,292,360,0.1279,0.2287,0.2118,NA,JS,CN,14.9,NA,1.86,NA,1.08,NA,0.02,NA,1.366,NA,0.494,NA,2018-08-14T20:15:00Z,2018
6,2018-08-14T21:19:00Z,PT,CMP 878,9.928,8.08,334,480,0.1301,0.2674,0.2475,NA,JS,CN,14.7,NA,2.1,NA,1.37,NA,0.06,NA,1.571,NA,0.511,NA,2018-08-14T21:15:00Z,2018
7,2018-08-14T22:19:00Z,PT,CMP 879,9.755,8.05,448,410,0.1231,0.2709,0.2448,NA,JS,CN,12.6,NA,2.51,NA,1.72,NA,0.08,NA,1.604,NA,0.53,NA,2018-08-14T22:15:00Z,2018
8,2018-08-14T23:19:00Z,PT,CMP 880,9.75,8.03,259,370,0.1297,0.2158,0.1953,NA,JS,CN,20.8,20.9,2.46,NA,1.5,NA,0.07,NA,1.209,NA,0.454,NA,2018-08-14T23:15:00Z,2018
9,2018-08-15T00:19:00Z,PT,CMP 881,9.691,8.07,203,400,0.1311,0.2083,0.2018,NA,JS,CN,13.5,NA,2.28,2.28,1.32,1.33,0.05,0.06,1.248,1.092,0.421,0.422,2018-08-15T00:15:00Z,2018
10,2018-08-15T01:19:00Z,PT,CMP 882,9.661,7.99,139,370,0.1254,0.186,0.1757,NA,JS,CN,11.6,NA,2.18,NA,1.31,NA,0.05,NA,0.798,NA,0.405,NA,2018-08-15T01:15:00Z,2018
11,2018-08-15T02:19:00Z,PT,CMP 883,9.662,8.01,269,390,0.1254,0.2023,0.1893,NA,JS,CN,12.4,NA,2.2,NA,1.34,NA,0.05,NA,1.258,NA,0.41,NA,2018-08-15T02:15:00Z,2018
12,2018-08-15T03:19:00Z,PT,CMP 884,9.741,8.03,155,320,0.1248,0.1781,0.1691,NA,JS,CN,12.4,NA,2.38,NA,1.57,NA,0.05,NA,0.828,NA,0.484,NA,2018-08-15T03:15:00Z,2018
13,2018-08-15T04:19:00Z,PT,CMP 885,9.836,8.08,216,390,0.1282,0.207,0.1939,NA,JS,CN,13.6,NA,2.36,NA,1.53,NA,0.04,NA,1.19,NA,0.529,NA,2018-08-15T04:15:00Z,2018
14,2018-08-15T05:19:00Z,PT,CMP 886,9.897,8.06,185,330,0.1316,0.1894,0.1789,NA,JS,CN,13.7,NA,2.15,NA,1.27,NA,0.03,NA,1.004,NA,0.507,NA,2018-08-15T05:15:00Z,2018
