Date,Time,F_Record,Time(Fract.Sec),SiteName,FaultCode,Battery,ChlorophyllRFU,ChlorophyllugL,BGA-PCRFU,BGA-PCµg/L,Chlorophyllraw,BGA-PCraw,fDOMRFU,fDOMQSU,Temp,F_Temp,CondmS/cm,SpCond,F_SpCond,Sal,F_Sal,Turb,F_Turb,DO_pct,F_DO_pct,DO_mgl,F_DO_mgl,pH,F_pH,pHmV,WiperPosV,Depth,F_Depth
7/10/2018,15:15, ,0,LP,0,5.9,2.04,8.19,0.15,0.16,1.87,-0.86,50.56,151.74,22.904,0,6.3957,6.6624,0,3.65,0,26.79,0,72.6,0,6.11,0,7.73,0,-52.7,1.202,1.595,0
7/10/2018,15:30, ,0,LP,0,5.9,2.05,8.2,0.14,0.15,1.87,-0.87,50.85,152.59,22.858,0,6.3815,6.6537,0,3.64,0,28.95,0,71.3,0,6.01,0,7.72,0,-52.3,1.201,1.536,0
7/10/2018,15:45, ,0,LP,0,5.9,2.07,8.3,0.17,0.18,1.9,-0.84,50.9,152.76,22.758,0,6.3669,6.6518,0,3.64,0,30.75,0,70.2,0,5.92,0,7.72,0,-51.8,1.202,1.472,0
7/10/2018,16:00, ,0,LP,0,5.9,2.01,8.07,0.15,0.16,1.84,-0.86,51.36,154.14,22.772,0,6.3715,6.6547,0,3.65,0,28.02,0,69.6,0,5.87,0,7.71,0,-51.3,1.201,1.408,0
7/10/2018,16:15, ,0,LP,0,5.9,2.1,8.42,0.19,0.2,1.92,-0.82,50.91,152.78,22.794,0,6.378,6.6585,0,3.65,0,32.44,0,68.6,0,5.79,0,7.7,0,-50.8,1.202,1.341,0
7/10/2018,16:30, ,0,LP,0,5.9,2.14,8.56,0.14,0.15,1.96,-0.87,51.73,155.24,22.737,0,6.372,6.6599,0,3.65,0,30.16,0,67.4,0,5.69,0,7.69,0,-50.4,1.198,1.277,0
7/10/2018,16:45, ,0,LP,0,5.9,2.11,8.43,0.19,0.2,1.93,-0.82,51.28,153.89,22.678,0,6.3631,6.6584,0,3.65,0,29.57,0,66.4,0,5.61,0,7.68,0,-49.9,1.202,1.215,0
7/10/2018,17:00, ,0,LP,0,5.9,2.15,8.62,0.18,0.19,1.97,-0.83,51.8,155.44,22.697,0,6.36,6.6526,0,3.64,0,33.32,0,65.9,0,5.57,0,7.68,0,-49.5,1.202,1.163,0
7/10/2018,17:15, ,0,LP,0,5.9,2.16,8.65,0.17,0.18,1.98,-0.84,51.68,155.1,22.775,0,6.3568,6.6389,0,3.64,0,33.5,0,65.8,0,5.55,0,7.67,0,-49.3,1.202,1.122,0
7/10/2018,17:30, ,0,LP,0,5.9,2.18,8.74,0.18,0.19,2.01,-0.83,51.23,153.74,22.86,0,6.3433,6.6136,0,3.62,0,35.67,0,65.5,0,5.52,0,7.67,0,-49.1,1.201,1.093,0
7/10/2018,17:45, ,0,LP,0,5.9,2.07,8.31,0.14,0.15,1.9,-0.87,55.04,165.18,22.814,0,6.3361,6.6121,0,3.62,0,27.04,0,63.1,0,5.32,0,7.66,0,-48.6,1.202,1.08,0
7/10/2018,18:00, ,0,LP,0,5.9,2.05,8.23,0.14,0.15,1.88,-0.87,52.94,158.88,22.844,0,6.3337,6.6058,0,3.62,0,29.16,0,55.3,0,4.66,0,7.63,0,-46.4,1.2,1.083,0
7/10/2018,18:15, ,0,LP,0,5.9,2.05,8.2,0.18,0.19,1.87,-0.83,52.72,158.21,22.798,0,6.3313,6.6093,0,3.62,0,32.18,0,57.6,0,4.86,0,7.64,0,-47,1.202,1.111,0
7/10/2018,18:30, ,0,LP,0,5.9,2.05,8.21,0.16,0.17,1.87,-0.85,53.67,161.06,22.73,0,6.3295,6.6163,0,3.62,0,33.32,0,59.1,0,4.99,0,7.65,0,-47.7,1.201,1.158,0
7/10/2018,18:45, ,0,LP,0,5.9,1.99,7.98,0.17,0.18,1.82,-0.84,54.72,164.2,22.683,0,6.3351,6.6284,0,3.63,0,32.33,0,60.8,0,5.14,0,7.66,0,-48.2,1.202,1.233,0
7/10/2018,19:00, ,0,LP,0,5.9,2.33,9.34,0.16,0.17,2.15,-0.85,50.27,150.86,23.09,0,6.4274,6.6708,0,3.65,0,34.3,0,68.4,0,5.73,0,7.69,0,-50.2,1.2,1.318,0
7/10/2018,19:15, ,0,LP,0,5.9,2.27,9.08,0.17,0.18,2.09,-0.84,51.64,154.97,23.083,0,6.4323,6.6768,0,3.66,0,31.31,0,66.1,0,5.54,0,7.68,0,-49.6,1.202,1.408,0
7/10/2018,19:30, ,0,LP,0,5.9,2.02,8.07,0.13,0.14,1.84,-0.88,52.57,157.76,23.021,0,6.4244,6.6768,0,3.66,0,28.88,0,62.6,0,5.25,0,7.66,0,-48.7,1.201,1.501,0
7/10/2018,19:45, ,0,LP,0,5.9,2.26,9.04,0.19,0.2,2.08,-0.82,49.75,149.31,22.867,0,6.4096,6.6819,0,3.66,0,35.38,0,69.2,0,5.83,0,7.71,0,-51.4,1.203,1.594,0
7/10/2018,20:00, ,0,LP,0,5.9,2.11,8.44,0.22,0.23,1.93,-0.79,49.65,149,22.827,0,6.4209,6.699,0,3.67,0,33.08,0,68.4,0,5.76,0,7.71,0,-51.4,1.198,1.689,0
7/10/2018,20:15, ,0,LP,0,5.9,1.81,7.26,0.11,0.12,1.63,-0.9,50.62,151.92,22.805,0,6.4738,6.7571,0,3.7,0,37.77,0,68.9,0,5.8,0,7.71,0,-51.7,1.202,1.778,0
7/10/2018,20:30, ,0,LP,0,5.9,1.91,7.67,0.18,0.19,1.74,-0.83,49.64,148.96,22.757,0,6.4981,6.789,0,3.72,0,32.44,0,69.6,0,5.87,0,7.72,0,-52,1.202,1.863,0
7/10/2018,20:45, ,0,LP,0,5.9,2,8.02,0.16,0.17,1.83,-0.85,47.87,143.66,22.736,0,6.5411,6.8367,0,3.75,0,37.19,0,70.7,0,5.96,0,7.73,0,-52.7,1.201,1.941,0
7/10/2018,21:00, ,0,LP,0,5.9,1.8,7.21,0.15,0.16,1.62,-0.86,48.78,146.38,22.705,0,6.5935,6.8957,0,3.79,0,30.3,0,69.5,0,5.87,0,7.73,0,-52.3,1.199,2.021,0
7/10/2018,21:15, ,0,LP,0,5.9,1.89,7.59,0.14,0.15,1.72,-0.87,46.89,140.72,22.65,0,6.6537,6.9664,0,3.83,0,40.43,0,71.7,0,6.05,0,7.74,0,-53.2,1.202,2.096,0
7/10/2018,21:30, ,0,LP,0,5.9,1.86,7.45,0.22,0.23,1.68,-0.79,43.83,131.53,22.52,0,6.7904,7.128,0,3.92,0,45.62,0,75.2,0,6.36,0,7.76,0,-54.1,1.201,2.168,0
7/10/2018,21:45, ,0,LP,0,5.9,1.78,7.12,0.16,0.17,1.6,-0.85,41.87,125.66,22.404,0,6.9647,7.328,0,4.04,0,46.73,0,75.5,0,6.4,0,7.76,0,-54,1.202,2.228,0
7/10/2018,22:00, ,0,LP,0,5.9,1.7,6.8,0.21,0.22,1.52,-0.8,40.07,120.26,22.301,0,7.1038,7.4899,0,4.14,0,44.05,0,76.9,0,6.53,0,7.77,0,-54.6,1.202,2.284,0
7/10/2018,22:15, ,0,LP,0,5.9,1.72,6.9,0.2,0.21,1.55,-0.81,39.94,119.87,22.216,0,7.2278,7.6337,0,4.22,0,48.87,0,77.9,0,6.62,0,7.77,0,-55,1.202,2.328,0
7/10/2018,22:30, ,0,LP,0,5.9,1.66,6.65,0.2,0.21,1.48,-0.81,38.22,114.72,22.155,0,7.3782,7.8022,0,4.32,0,41.91,0,79.1,0,6.73,0,7.77,0,-54.7,1.2,2.364,0
7/10/2018,22:45, ,0,LP,0,5.9,1.64,6.57,0.21,0.22,1.46,-0.79,35.93,107.85,22.126,0,7.5339,7.9715,0,4.43,0,53.56,0,79.6,0,6.77,0,7.77,0,-55.1,1.201,2.389,0
7/10/2018,23:00, ,0,LP,0,5.9,1.54,6.15,0.18,0.19,1.36,-0.83,37.27,111.87,22.112,0,7.6224,8.0674,0,4.48,0,45.54,0,78.9,0,6.71,0,7.76,0,-54.2,1.2,2.41,0
7/10/2018,23:15, ,0,LP,0,5.9,1.56,6.26,0.18,0.19,1.39,-0.83,37.22,111.7,22.102,0,7.6175,8.0639,0,4.48,0,40.37,0,78.9,0,6.71,0,7.76,0,-54.2,1.199,2.427,0
7/10/2018,23:30, ,0,LP,0,5.9,1.5,6.02,0.13,0.14,1.32,-0.88,36.78,110.38,22.081,0,7.8044,8.2651,0,4.6,0,38.53,0,79.4,0,6.75,0,7.75,0,-53.8,1.199,2.437,0
7/10/2018,23:45, ,0,LP,0,5.9,1.49,5.96,0.12,0.13,1.31,-0.89,36.37,109.16,22.061,0,7.8411,8.3075,0,4.63,0,35.71,0,78.2,0,6.65,0,7.74,0,-53.1,1.2,2.448,0
7/11/2018,0:00, ,0,LP,0,5.9,1.46,5.84,0.13,0.14,1.28,-0.88,36.41,109.29,22.028,0,7.9177,8.3942,0,4.68,0,30.27,0,79.4,0,6.75,0,7.75,0,-53.7,1.201,2.456,0
7/11/2018,0:15, ,0,LP,0,5.9,1.46,5.87,0.15,0.16,1.29,-0.86,35.3,105.94,22.016,0,8.0235,8.5084,0,4.75,0,41.21,0,80.6,0,6.86,0,7.75,0,-53.6,1.202,2.458,0
7/11/2018,0:30, ,0,LP,0,5.9,1.42,5.7,0.12,0.13,1.25,-0.89,35.28,105.89,21.981,0,8.1594,8.6587,0,4.84,0,33.81,0,81,0,6.89,0,7.75,0,-53.9,1.201,2.458,0
7/11/2018,0:45, ,0,LP,0,5.9,1.4,5.61,0.13,0.14,1.22,-0.88,35.89,107.73,21.954,0,8.0984,8.5987,0,4.8,0,30.83,0,80.8,0,6.88,0,7.75,0,-53.7,1.202,2.45,0
7/11/2018,1:00, ,0,LP,0,5.9,1.41,5.64,0.12,0.13,1.23,-0.89,35.26,105.81,21.934,0,8.1494,8.6562,0,4.83,0,30.79,0,79.9,0,6.8,0,7.75,0,-53.7,1.2,2.436,0
7/11/2018,1:15, ,0,LP,0,5.9,1.4,5.6,0.14,0.15,1.22,-0.87,35.63,106.94,21.917,0,8.1902,8.7027,0,4.86,0,25.63,0,81.5,0,6.94,0,7.75,0,-53.6,1.202,2.409,0
7/11/2018,1:30, ,0,LP,0,5.9,1.34,5.39,0.1,0.12,1.17,-0.9,36.23,108.74,21.885,0,8.1848,8.7026,0,4.86,0,24.27,0,79.3,0,6.76,0,7.74,0,-53,1.201,2.373,0
7/11/2018,1:45, ,0,LP,0,5.9,1.41,5.66,0.15,0.16,1.24,-0.86,36.19,108.61,21.806,0,8.1321,8.6604,0,4.84,0,26.18,0,82.6,0,7.05,0,7.77,0,-54.7,1.202,2.323,0
7/11/2018,2:00, ,0,LP,0,5.9,1.35,5.4,0.13,0.15,1.17,-0.87,35,105.06,21.818,0,8.0819,8.6048,0,4.8,0,31.28,0,82.8,0,7.07,0,7.77,0,-54.7,1.201,2.262,0
7/11/2018,2:15, ,0,LP,0,5.9,1.39,5.57,0.16,0.17,1.21,-0.85,34.59,103.82,21.782,0,7.9926,8.516,0,4.75,0,39.23,0,81.6,0,6.97,0,7.76,0,-54.3,1.202,2.188,0
7/11/2018,2:30, ,0,LP,0,5.9,1.4,5.61,0.16,0.17,1.22,-0.85,34.28,102.88,21.737,0,7.7147,8.2275,0,4.58,0,46.54,0,80.2,0,6.86,0,7.75,0,-53.9,1.2,2.105,0
7/11/2018,2:45, ,0,LP,0,5.9,1.46,5.83,0.21,0.22,1.28,-0.8,34.05,102.2,21.682,0,7.7044,8.2257,0,4.58,0,60.93,0,78.2,0,6.7,0,7.74,0,-53,1.202,2.015,0
7/11/2018,3:00, ,0,LP,0,5.9,1.62,6.48,0.19,0.2,1.44,-0.82,35.02,105.12,21.61,0,7.4751,7.9925,0,4.44,0,69.13,0,76,0,6.53,0,7.73,0,-52.6,1.202,1.919,0
7/11/2018,3:15, ,0,LP,0,5.9,1.61,6.47,0.22,0.23,1.44,-0.79,35.03,105.14,21.527,0,7.3044,7.8233,0,4.34,0,76.08,0,74.2,0,6.38,0,7.73,0,-52.3,1.202,1.816,0
7/11/2018,3:30, ,0,LP,0,5.9,1.69,6.78,0.21,0.22,1.51,-0.8,35.73,107.24,21.499,0,7.1462,7.6583,0,4.24,0,82.37,0,73.2,0,6.31,0,7.73,0,-52.3,1.199,1.714,0
7/11/2018,3:45, ,0,LP,0,5.9,1.78,7.12,0.24,0.25,1.6,-0.77,36.23,108.74,21.463,0,6.966,7.4707,0,4.13,0,91.72,0,71.6,0,6.17,0,7.73,0,-52.1,1.202,1.614,0
7/11/2018,4:00, ,0,LP,0,5.9,1.9,7.6,0.27,0.28,1.72,-0.74,37.82,113.5,21.425,0,6.815,7.3144,0,4.04,0,70.02,0,69.4,0,6,0,7.71,0,-51.4,1.201,1.519,0
7/11/2018,4:15, ,0,LP,0,5.9,1.99,7.97,0.3,0.31,1.81,-0.71,39.58,118.79,21.443,0,6.674,7.1605,0,3.95,0,85.24,0,68.3,0,5.9,0,7.71,0,-51.4,1.202,1.431,0
7/11/2018,4:30, ,0,LP,0,5.9,1.99,7.99,0.28,0.29,1.82,-0.73,40.04,120.16,21.396,0,6.555,7.0395,0,3.88,0,81.1,0,66.9,0,5.79,0,7.71,0,-50.9,1.202,1.35,0
7/11/2018,4:45, ,0,LP,0,5.9,2.03,8.15,0.25,0.26,1.86,-0.76,41.66,125.04,21.382,0,6.4715,6.9518,0,3.82,0,91.45,0,65.9,0,5.7,0,7.7,0,-50.7,1.201,1.273,0
7/11/2018,5:00, ,0,LP,0,5.9,2.13,8.53,0.25,0.26,1.95,-0.76,43.05,129.19,21.339,0,6.4095,6.8914,0,3.79,0,74.4,0,64.8,0,5.61,0,7.7,0,-50.3,1.198,1.207,0
7/11/2018,5:15, ,0,LP,0,5.9,2.1,8.41,0.24,0.25,1.92,-0.77,45.36,136.12,21.292,0,6.3335,6.8163,0,3.75,0,72.01,0,63.7,0,5.52,0,7.69,0,-50,1.2,1.15,0
7/11/2018,5:30, ,0,LP,0,5.9,2.16,8.65,0.25,0.26,1.98,-0.76,48.08,144.3,21.231,0,6.2649,6.7509,0,3.71,0,67.39,0,62.5,0,5.42,0,7.68,0,-49.5,1.201,1.098,0
7/11/2018,5:45, ,0,LP,0,5.9,2.17,8.68,0.21,0.22,1.99,-0.8,48.71,146.18,21.144,0,6.247,6.7437,0,3.7,0,49.69,0,61.4,0,5.34,0,7.68,0,-49.1,1.202,1.052,0
7/11/2018,6:00, ,0,LP,0,5.9,2.17,8.71,0.24,0.25,2,-0.77,50.45,151.41,21.075,0,6.2361,6.7415,0,3.7,0,50.83,0,60.5,0,5.27,0,7.67,0,-48.8,1.202,1.009,0
7/11/2018,6:15, ,0,LP,0,5.9,2.2,8.83,0.21,0.22,2.03,-0.8,51.31,153.99,21.016,0,6.2091,6.7205,0,3.69,0,40.88,0,59.8,0,5.21,0,7.66,0,-48.4,1.202,0.961,0
7/11/2018,6:30, ,0,LP,0,5.9,2.17,8.68,0.22,0.23,1.99,-0.79,52.13,156.44,20.971,0,6.1616,6.6752,0,3.66,0,43.99,0,59.2,0,5.17,0,7.66,0,-48.2,1.201,0.913,0
7/11/2018,6:45, ,0,LP,0,5.9,2.2,8.81,0.19,0.2,2.02,-0.82,53.09,159.31,20.914,0,6.1232,6.6415,0,3.64,0,44.79,0,58.1,0,5.08,0,7.66,0,-47.9,1.202,0.862,0
7/11/2018,7:00, ,0,LP,0,5.9,2.24,8.96,0.25,0.26,2.06,-0.76,53.88,161.7,20.871,0,6.0453,6.5629,0,3.6,0,42.92,0,57.6,0,5.04,0,7.65,0,-47.6,1.201,0.81,0
7/11/2018,7:15, ,0,LP,0,5.9,2.23,8.92,0.23,0.24,2.05,-0.78,54.92,164.8,20.863,0,6.0044,6.5196,0,3.57,0,38.2,0,56.8,0,4.97,0,7.65,0,-47.5,1.202,0.757,0
7/11/2018,7:30, ,0,LP,0,5.9,2.28,9.12,0.22,0.23,2.1,-0.79,54.96,164.91,20.87,0,5.9521,6.4618,0,3.54,0,42.09,0,56.2,0,4.92,0,7.64,0,-47.2,1.2,0.703,0
7/11/2018,7:45, ,0,LP,0,5.9,2.31,9.24,0.22,0.23,2.13,-0.79,55.27,165.86,20.862,0,5.8962,6.4022,0,3.5,0,43.09,0,55.5,0,4.86,0,7.64,0,-47,1.202,0.657,0
7/11/2018,8:00, ,0,LP,0,5.9,2.3,9.2,0.23,0.24,2.12,-0.78,55.53,166.64,20.876,0,5.8539,6.3544,0,3.48,0,50.24,0,54.6,0,4.78,0,7.64,0,-46.8,1.203,0.615,0
7/11/2018,8:15, ,0,LP,0,5.9,2.32,9.29,0.23,0.24,2.14,-0.78,56.42,169.32,20.931,0,5.8268,6.3179,0,3.45,0,39.8,0,54.5,0,4.76,0,7.64,0,-46.9,1.202,0.587,0
7/11/2018,8:30, ,0,LP,0,5.9,2.31,9.25,0.23,0.24,2.13,-0.78,57.45,172.41,20.964,0,5.8248,6.3113,0,3.45,0,41.74,0,51.6,0,4.51,0,7.63,0,-46.2,1.2,0.573,0
7/11/2018,8:45, ,0,LP,0,5.9,2.33,9.32,0.23,0.24,2.15,-0.78,58.66,176.03,21.027,0,5.8019,6.2783,0,3.43,0,36.22,0,51.8,0,4.53,0,7.63,0,-46.3,1.2,0.573,0
7/11/2018,9:00, ,0,LP,0,5.9,2.28,9.13,0.21,0.22,2.1,-0.8,59.07,177.26,21.136,0,5.8214,6.2852,0,3.43,0,44.68,0,49.9,0,4.35,0,7.62,0,-46,1.202,0.602,0
7/11/2018,9:15, ,0,LP,0,5.9,2.16,8.65,0.2,0.21,1.98,-0.81,59.51,178.56,21.249,0,5.7948,6.242,0,3.41,0,37.6,0,51.4,0,4.47,0,7.62,0,-46.1,1.202,0.664,0
7/11/2018,9:30, ,0,LP,0,5.9,2.36,9.45,0.23,0.24,2.18,-0.78,55.9,167.76,21.167,0,5.8729,6.3368,0,3.46,0,41.56,0,55.7,0,4.85,0,7.64,0,-47,1.202,0.75,0
7/11/2018,9:45, ,0,LP,0,5.9,2.31,9.25,0.2,0.21,2.13,-0.81,55.85,167.6,21.282,0,5.9463,6.4009,0,3.5,0,38.43,0,55.6,0,4.83,0,7.64,0,-46.8,1.202,0.859,0
7/11/2018,10:00, ,0,LP,0,5.9,2.17,8.69,0.19,0.2,1.99,-0.82,52.36,157.12,21.553,0,6.1994,6.6363,0,3.64,0,56.74,0,56.5,0,4.88,0,7.61,0,-45.2,1.199,0.979,0
7/11/2018,10:15, ,0,LP,0,5.9,2.13,8.53,0.26,0.27,1.95,-0.75,44.43,133.34,21.579,0,6.3799,6.8259,0,3.75,0,65.67,0,59.1,0,5.1,0,7.61,0,-45.2,1.202,1.098,0
7/11/2018,10:30, ,0,LP,0,5.9,1.99,7.98,0.21,0.22,1.82,-0.8,48.37,145.17,21.534,0,6.3955,6.8489,0,3.76,0,47.76,0,57.5,0,4.96,0,7.6,0,-45,1.204,1.216,0
7/11/2018,10:45, ,0,LP,0,5.9,2.09,8.36,0.25,0.26,1.91,-0.76,46.7,140.14,21.551,0,6.4174,6.87,0,3.78,0,53.05,0,58.7,0,5.06,0,7.61,0,-45.4,1.191,1.328,0
7/11/2018,11:00, ,0,LP,0,5.9,2.08,8.35,0.22,0.24,1.91,-0.78,47.25,141.79,21.557,0,6.4556,6.91,0,3.8,0,62.3,0,56.7,0,4.9,0,7.61,0,-45.3,1.198,1.435,0
7/11/2018,11:15, ,0,LP,0,5.9,1.97,7.88,0.22,0.23,1.79,-0.79,48.75,146.3,21.557,0,6.4512,6.9053,0,3.8,0,44.83,0,56.6,0,4.88,0,7.61,0,-45.4,1.203,1.536,0
7/11/2018,11:30, ,0,LP,0,5.9,1.99,7.99,0.19,0.2,1.82,-0.82,48.98,146.98,21.569,0,6.4499,6.9022,0,3.79,0,44.26,0,56.4,0,4.86,0,7.61,0,-45.3,1.202,1.634,0
7/11/2018,11:45, ,0,LP,0,5.9,1.87,7.51,0.21,0.22,1.7,-0.8,48.25,144.81,21.733,0,6.4463,6.8754,0,3.78,0,45.8,0,63.2,0,5.43,0,7.65,0,-47.9,1.202,1.723,0
7/11/2018,12:00, ,0,LP,0,5.9,1.81,7.26,0.16,0.17,1.63,-0.85,49.43,148.33,21.707,0,6.4368,6.8688,0,3.77,0,40.03,0,56.5,0,4.86,0,7.62,0,-45.9,1.201,1.8,0
7/11/2018,12:15, ,0,LP,0,5.9,1.93,7.71,0.18,0.19,1.75,-0.83,47.15,141.51,21.755,0,6.4963,6.9255,0,3.81,0,43.68,0,63.6,0,5.46,0,7.66,0,-48.3,1.202,1.868,0
7/11/2018,12:30, ,0,LP,0,5.9,1.99,7.98,0.23,0.24,1.81,-0.77,45.79,137.43,21.769,0,6.5531,6.9842,0,3.84,0,41.9,0,65.7,0,5.65,0,7.68,0,-49.3,1.202,1.921,0
7/11/2018,12:45, ,0,LP,0,5.9,1.86,7.47,0.19,0.2,1.69,-0.82,45.52,136.6,21.747,0,6.6468,7.0871,0,3.9,0,52.15,0,67.3,0,5.78,0,7.69,0,-49.9,1.202,1.962,0
7/11/2018,13:00, ,0,LP,0,5.9,1.89,7.56,0.18,0.19,1.71,-0.83,45.04,135.16,21.825,0,6.7388,7.1738,0,3.95,0,42.43,0,67.3,0,5.77,0,7.69,0,-49.9,1.199,1.995,0
7/11/2018,13:15, ,0,LP,0,5.9,1.83,7.33,0.14,0.15,1.65,-0.87,44.84,134.56,21.809,0,6.8311,7.2744,0,4.01,0,41.17,0,66.8,0,5.73,0,7.69,0,-50.2,1.198,2.016,0
7/11/2018,13:30, ,0,LP,0,5.9,1.79,7.17,0.15,0.16,1.61,-0.86,45.32,136,21.871,0,6.8546,7.2902,0,4.02,0,33.59,0,68.7,0,5.88,0,7.7,0,-50.4,1.199,2.025,0
7/11/2018,13:45, ,0,LP,0,5.9,1.73,6.93,0.17,0.18,1.55,-0.84,45.61,136.89,21.962,0,6.913,7.3388,0,4.05,0,33.93,0,69.6,0,5.95,0,7.7,0,-50.5,1.202,2.021,0
7/11/2018,14:00, ,0,LP,0,5.9,1.74,6.99,0.13,0.14,1.57,-0.88,46.7,140.16,22.099,0,6.9424,7.3496,0,4.06,0,30.11,0,71.6,0,6.1,0,7.71,0,-51.5,1.201,2.01,0
7/11/2018,14:15, ,0,LP,0,5.9,1.64,6.58,0.14,0.15,1.47,-0.87,46.36,139.13,21.998,0,6.9747,7.399,0,4.09,0,27.67,0,70.3,0,6,0,7.7,0,-50.9,1.202,1.992,0
7/11/2018,14:30, ,0,LP,0,5.9,1.98,7.93,0.15,0.16,1.8,-0.86,46.2,138.66,22.413,0,6.961,7.3228,0,4.04,0,26.52,0,72,0,6.11,0,7.71,0,-51.3,1.201,1.968,0
7/11/2018,14:45, ,0,LP,0,5.9,1.87,7.49,0.13,0.14,1.69,-0.88,47.32,142.01,22.538,0,6.9123,7.2534,0,4,0,26.77,0,72.5,0,6.13,0,7.71,0,-51.5,1.202,1.938,0
7/11/2018,15:00, ,0,LP,0,5.9,2.02,8.08,0.13,0.14,1.84,-0.88,47.18,141.6,22.809,0,6.9104,7.2122,0,3.97,0,25.55,0,74.3,0,6.25,0,7.72,0,-52.2,1.201,1.905,0
7/11/2018,15:15, ,0,LP,0,5.9,2.04,8.17,0.15,0.16,1.86,-0.86,47.29,141.92,22.813,0,6.8465,7.145,0,3.93,0,27.09,0,73.6,0,6.19,0,7.72,0,-52.1,1.203,1.867,0
7/11/2018,15:30, ,0,LP,0,5.9,1.95,7.79,0.17,0.19,1.77,-0.83,47.82,143.52,22.736,0,6.7845,7.0911,0,3.9,0,30.25,0,72.9,0,6.14,0,7.72,0,-51.8,1.201,1.822,0
7/11/2018,15:45, ,0,LP,0,5.9,1.97,7.91,0.16,0.17,1.8,-0.85,47.65,143.01,22.762,0,6.7468,7.0481,0,3.88,0,30.64,0,72.2,0,6.09,0,7.71,0,-51.5,1.202,1.771,0
7/11/2018,16:00, ,0,LP,0,5.9,2.03,8.13,0.15,0.16,1.85,-0.86,48.65,146.01,22.905,0,6.7364,7.0172,0,3.86,0,31.76,0,71.8,0,6.04,0,7.71,0,-51.1,1.2,1.715,0
7/11/2018,16:15, ,0,LP,0,5.9,2.01,8.04,0.15,0.16,1.83,-0.85,48.55,145.71,22.764,0,6.6709,6.9685,0,3.83,0,29.92,0,70.5,0,5.95,0,7.7,0,-50.7,1.202,1.651,0
7/11/2018,16:30, ,0,LP,0,5.9,2.06,8.25,0.17,0.18,1.88,-0.84,48.92,146.81,22.809,0,6.6426,6.9327,0,3.81,0,31.86,0,69.9,0,5.89,0,7.69,0,-50.2,1.202,1.583,0
7/11/2018,16:45, ,0,LP,0,5.9,1.97,7.91,0.15,0.16,1.8,-0.86,48.92,146.82,22.661,0,6.6116,6.9208,0,3.8,0,32.23,0,68.2,0,5.76,0,7.68,0,-49.5,1.202,1.513,0
7/11/2018,17:00, ,0,LP,0,5.9,2.01,8.04,0.15,0.16,1.83,-0.86,48.9,146.74,22.602,0,6.5905,6.9068,0,3.79,0,33.99,0,67,0,5.67,0,7.67,0,-49.1,1.201,1.442,0
7/11/2018,17:15, ,0,LP,0,5.9,2.03,8.14,0.15,0.16,1.85,-0.86,49.22,147.72,22.584,0,6.5773,6.8955,0,3.79,0,35.8,0,66,0,5.58,0,7.66,0,-48.6,1.202,1.369,0
7/11/2018,17:30, ,0,LP,0,5.9,2.08,8.34,0.18,0.19,1.91,-0.83,49.71,149.17,22.606,0,6.574,6.889,0,3.78,0,35.79,0,65.1,0,5.51,0,7.65,0,-48.1,1.2,1.303,0
7/11/2018,17:45, ,0,LP,0,5.9,2.08,8.35,0.18,0.19,1.91,-0.83,50.1,150.35,22.609,0,6.5696,6.884,0,3.78,0,35.1,0,63.9,0,5.4,0,7.64,0,-47.5,1.202,1.244,0
7/11/2018,18:00, ,0,LP,0,5.9,2.14,8.57,0.18,0.19,1.96,-0.83,50.16,150.54,22.65,0,6.6118,6.9225,0,3.8,0,37.32,0,63.4,0,5.36,0,7.64,0,-47.2,1.201,1.192,0
7/11/2018,18:15, ,0,LP,0,5.9,2.14,8.55,0.2,0.21,1.96,-0.81,51.16,153.52,22.731,0,6.5629,6.8602,0,3.77,0,33.82,0,63.3,0,5.34,0,7.64,0,-47.1,1.203,1.154,0
7/11/2018,18:30, ,0,LP,0,5.9,2.25,9.01,0.15,0.16,2.07,-0.86,51.62,154.91,22.742,0,6.5397,6.8345,0,3.75,0,32.55,0,62,0,5.23,0,7.63,0,-46.7,1.201,1.131,0
7/11/2018,18:45, ,0,LP,0,5.9,2.18,8.72,0.18,0.19,2,-0.83,52.72,158.21,22.737,0,6.51,6.8041,0,3.73,0,27.23,0,60.9,0,5.14,0,7.63,0,-46.4,1.202,1.128,0
7/11/2018,19:00, ,0,LP,0,5.9,1.95,7.83,0.15,0.16,1.78,-0.86,54.62,163.9,22.719,0,6.5313,6.8289,0,3.75,0,28.33,0,55.9,0,4.72,0,7.61,0,-45.2,1.199,1.146,0
7/11/2018,19:15, ,0,LP,0,5.9,2.02,8.08,0.14,0.15,1.84,-0.87,56.21,168.67,22.65,0,6.5174,6.8236,0,3.74,0,29.31,0,59.1,0,5,0,7.62,0,-45.9,1.201,1.185,0
7/11/2018,19:30, ,0,LP,0,5.9,2.1,8.42,0.19,0.2,1.93,-0.82,53.42,160.3,22.554,0,6.5528,6.8739,0,3.77,0,25.76,0,59.5,0,5.04,0,7.62,0,-46.2,1.2,1.249,0
7/11/2018,19:45, ,0,LP,0,5.9,2.11,8.47,0.16,0.17,1.94,-0.85,53.06,159.24,22.514,0,6.5561,6.8829,0,3.78,0,25.43,0,59.3,0,5.03,0,7.62,0,-46.3,1.2,1.331,0
