Station_Code,DateTimeStamp,Historical,ProvisionalPlus,Temp,SpCond,Sal,DO_pct,DO_mgl,Depth,cDepth,pH,Turb
sfbfmwq,4/28/2018 0:30,0,1,17.2,1.78,0.9,79.7,7.6,2.69,2.63,7.3,82
sfbfmwq,4/28/2018 0:45,0,1,17.2,2.1,1.1,77.7,7.4,2.71,2.65,7.3,84
sfbfmwq,4/28/2018 1:00,0,1,17.2,2.18,1.1,76.9,7.4,2.72,2.66,7.4,90
sfbfmwq,4/28/2018 1:15,0,1,17.1,2.21,1.1,74.8,7.2,2.72,2.66,7.4,77
sfbfmwq,4/28/2018 1:30,0,1,17.1,2.2,1.1,73.9,7.1,2.7,2.64,7.4,76
sfbfmwq,4/28/2018 1:45,0,1,17.1,2.01,1,78.3,7.5,2.68,2.62,7.4,85
sfbfmwq,4/28/2018 2:00,0,1,17.1,1.8,0.9,80.9,7.8,2.64,2.59,7.4,81
sfbfmwq,4/28/2018 2:15,0,1,17.1,1.74,0.9,80.8,7.8,2.59,2.54,7.4,82
sfbfmwq,4/28/2018 2:30,0,1,16.9,1.8,0.9,80.2,7.7,2.52,2.47,7.4,79
sfbfmwq,4/28/2018 2:45,0,1,16.8,1.9,1,78.8,7.6,2.45,2.4,7.4,78
sfbfmwq,4/28/2018 3:00,0,1,16.7,2.02,1,77.2,7.5,2.36,2.31,7.4,77
sfbfmwq,4/28/2018 3:15,0,1,16.7,2.2,1.1,75.2,7.3,2.27,2.22,7.4,75
sfbfmwq,4/28/2018 3:30,0,1,16.7,2.35,1.2,73.9,7.1,2.16,2.11,7.4,76
sfbfmwq,4/28/2018 3:45,0,1,16.7,2.45,1.3,73.2,7.1,2.06,2.01,7.5,77
sfbfmwq,4/28/2018 4:00,0,1,16.7,2.49,1.3,72.4,7,1.95,1.9,7.5,79
sfbfmwq,4/28/2018 4:15,0,1,16.7,2.5,1.3,71.8,6.9,1.85,1.8,7.5,82
sfbfmwq,4/28/2018 4:30,0,1,16.7,2.51,1.3,71.4,6.9,1.76,1.71,7.6,83
sfbfmwq,4/28/2018 4:45,0,1,16.6,2.52,1.3,70.9,6.9,1.68,1.63,7.5,84
sfbfmwq,4/28/2018 5:00,0,1,16.5,2.54,1.3,70.3,6.8,1.59,1.54,7.6,85
sfbfmwq,4/28/2018 5:15,0,1,16.4,2.56,1.3,69.7,6.8,1.52,1.47,7.6,88
sfbfmwq,4/28/2018 5:30,0,1,16.2,2.58,1.3,68.7,6.7,1.45,1.4,7.5,93
sfbfmwq,4/28/2018 5:45,0,1,16.1,2.61,1.4,68.2,6.7,1.39,1.34,7.5,88
sfbfmwq,4/28/2018 6:00,0,1,16,2.64,1.4,67.4,6.6,1.33,1.28,7.5,89
sfbfmwq,4/28/2018 6:15,0,1,15.9,2.67,1.4,66.5,6.5,1.28,1.23,7.5,91
sfbfmwq,4/28/2018 6:30,0,1,15.8,2.7,1.4,66.1,6.5,1.24,1.19,7.5,92
sfbfmwq,4/28/2018 6:45,0,1,15.7,2.73,1.4,64.9,6.4,1.2,1.15,7.5,88
sfbfmwq,4/28/2018 7:00,0,1,15.7,2.75,1.4,64.5,6.4,1.17,1.11,7.5,90
sfbfmwq,4/28/2018 7:15,0,1,15.7,2.77,1.4,63.4,6.3,1.14,1.08,7.5,87
sfbfmwq,4/28/2018 7:30,0,1,15.6,2.79,1.5,62.9,6.2,1.11,1.06,7.5,86
sfbfmwq,4/28/2018 7:45,0,1,15.7,2.81,1.5,60.9,6,1.09,1.04,7.5,82
sfbfmwq,4/28/2018 8:00,0,1,15.7,2.81,1.5,55.5,5.5,1.07,1.02,7.4,69
sfbfmwq,4/28/2018 8:15,0,1,15.7,2.82,1.5,53.8,5.3,1.07,1.02,7.4,64
sfbfmwq,4/28/2018 8:30,0,1,15.8,2.83,1.5,43.7,4.3,1.08,1.03,7.4,63
sfbfmwq,4/28/2018 8:45,0,1,16.1,2.75,1.4,66.9,6.5,1.11,1.06,7.4,81
sfbfmwq,4/28/2018 9:00,0,1,16.6,2.62,1.4,69.4,6.7,1.18,1.13,7.5,85
sfbfmwq,4/28/2018 9:15,0,1,16.6,2.65,1.4,70,6.8,1.25,1.2,7.5,89
sfbfmwq,4/28/2018 9:30,0,1,17.3,2.57,1.3,72.9,7,1.35,1.29,7.6,91
sfbfmwq,4/28/2018 9:45,0,1,17.5,2.5,1.3,73.3,7,1.45,1.39,7.6,117
sfbfmwq,4/28/2018 10:00,0,1,17.5,2.49,1.3,73.5,7,1.56,1.5,7.6,107
sfbfmwq,4/28/2018 10:15,0,1,17.6,2.49,1.3,74.2,7,1.67,1.61,7.6,101
sfbfmwq,4/28/2018 10:30,0,1,17.4,2.52,1.3,73.1,7,1.78,1.72,7.6,90
sfbfmwq,4/28/2018 10:45,0,1,16.9,2.6,1.4,70.6,6.8,1.89,1.83,7.6,92
sfbfmwq,4/28/2018 11:00,0,1,17,2.53,1.3,71.2,6.8,1.99,1.93,7.5,95
sfbfmwq,4/28/2018 11:15,0,1,17,2.51,1.3,71.2,6.8,2.1,2.04,7.5,124
sfbfmwq,4/28/2018 11:30,0,1,16.9,2.43,1.3,71.8,6.9,2.19,2.13,7.5,130
sfbfmwq,4/28/2018 11:45,0,1,16.8,2.18,1.1,74.1,7.2,2.27,2.21,7.5,159
sfbfmwq,4/28/2018 12:00,0,1,16.9,1.92,1,76.5,7.4,2.33,2.28,7.4,163
sfbfmwq,4/28/2018 12:15,0,1,17,1.79,0.9,77.8,7.5,2.4,2.35,7.4,138
sfbfmwq,4/28/2018 12:30,0,1,17,1.74,0.9,76.8,7.4,2.45,2.4,7.4,118
sfbfmwq,4/28/2018 12:45,0,1,17.1,1.71,0.9,74.4,7.1,2.49,2.44,7.3,105
sfbfmwq,4/28/2018 13:00,0,1,17.1,1.68,0.9,78.5,7.5,2.52,2.47,7.3,101
sfbfmwq,4/28/2018 13:15,0,1,17.2,1.66,0.9,77.7,7.5,2.54,2.49,7.3,95
sfbfmwq,4/28/2018 13:30,0,1,17.2,1.66,0.8,66.6,6.4,2.54,2.49,7.3,86
sfbfmwq,4/28/2018 13:45,0,1,17.1,1.67,0.9,73.1,7,2.54,2.49,7.3,93
sfbfmwq,4/28/2018 14:00,0,1,17.1,1.69,0.9,77.4,7.4,2.52,2.47,7.3,93
sfbfmwq,4/28/2018 14:15,0,1,17.1,1.74,0.9,78.5,7.5,2.49,2.44,7.3,91
sfbfmwq,4/28/2018 14:30,0,1,17.1,1.83,0.9,77.1,7.4,2.44,2.4,7.3,93
sfbfmwq,4/28/2018 14:45,0,1,17.1,1.89,1,76.6,7.3,2.4,2.36,7.3,89
sfbfmwq,4/28/2018 15:00,0,1,17.2,1.95,1,76.9,7.4,2.33,2.29,7.4,84
sfbfmwq,4/28/2018 15:15,0,1,17.1,2.13,1.1,75.1,7.2,2.27,2.23,7.4,80
sfbfmwq,4/28/2018 15:30,0,1,17.3,2.26,1.2,76.1,7.3,2.18,2.14,7.4,77
sfbfmwq,4/28/2018 15:45,0,1,17.3,2.43,1.3,74.3,7.1,2.09,2.06,7.5,74
sfbfmwq,4/28/2018 16:00,0,1,17.4,2.49,1.3,73.9,7,1.99,1.96,7.5,77
sfbfmwq,4/28/2018 16:15,0,1,17.4,2.52,1.3,73.6,7,1.9,1.86,7.5,78
sfbfmwq,4/28/2018 16:30,0,1,17.5,2.52,1.3,73.8,7,1.82,1.78,7.5,82
sfbfmwq,4/28/2018 16:45,0,1,17.7,2.52,1.3,74.3,7,1.73,1.69,7.6,86
sfbfmwq,4/28/2018 17:00,0,1,17.8,2.53,1.3,74.9,7.1,1.64,1.6,7.6,90
sfbfmwq,4/28/2018 17:15,0,1,17.8,2.54,1.3,74.9,7.1,1.57,1.53,7.6,88
sfbfmwq,4/28/2018 17:30,0,1,17.7,2.56,1.3,74.2,7,1.5,1.46,7.6,89
sfbfmwq,4/28/2018 17:45,0,1,17.7,2.59,1.3,74.1,7,1.44,1.4,7.6,88
sfbfmwq,4/28/2018 18:00,0,1,17.6,2.62,1.4,73.5,7,1.37,1.33,7.6,93
sfbfmwq,4/28/2018 18:15,0,1,17.5,2.65,1.4,73,6.9,1.32,1.28,7.6,90
sfbfmwq,4/28/2018 18:30,0,1,17.4,2.68,1.4,72,6.9,1.28,1.24,7.6,93
sfbfmwq,4/28/2018 18:45,0,1,17.3,2.7,1.4,71.8,6.8,1.24,1.2,7.5,94
sfbfmwq,4/28/2018 19:00,0,1,17.2,2.72,1.4,69.6,6.7,1.21,1.17,7.5,91
sfbfmwq,4/28/2018 19:15,0,1,17,2.74,1.4,68.8,6.6,1.19,1.15,7.5,91
sfbfmwq,4/28/2018 19:30,0,1,17,2.75,1.4,65.4,6.3,1.17,1.13,7.5,79
sfbfmwq,4/28/2018 19:45,0,1,16.9,2.76,1.4,64.3,6.2,1.17,1.13,7.5,73
sfbfmwq,4/28/2018 20:00,0,1,16.9,2.76,1.4,66.4,6.4,1.18,1.14,7.5,89
sfbfmwq,4/28/2018 20:15,0,1,16.9,2.71,1.4,69,6.6,1.22,1.17,7.5,84
sfbfmwq,4/28/2018 20:30,0,1,17,2.65,1.4,71.4,6.9,1.26,1.21,7.5,81
sfbfmwq,4/28/2018 20:45,0,1,16.9,2.61,1.4,73.1,7,1.32,1.27,7.5,87
sfbfmwq,4/28/2018 21:00,0,1,16.8,2.55,1.3,73.7,7.1,1.4,1.35,7.5,83
sfbfmwq,4/28/2018 21:15,0,1,17.2,2.48,1.3,73.8,7.1,1.49,1.44,7.5,77
sfbfmwq,4/28/2018 21:30,0,1,17.3,2.49,1.3,73.6,7,1.59,1.54,7.6,97
sfbfmwq,4/28/2018 21:45,0,1,17.4,2.47,1.3,73.1,7,1.7,1.65,7.6,103
sfbfmwq,4/28/2018 22:00,0,1,17.3,2.45,1.3,72.9,7,1.81,1.76,7.6,96
sfbfmwq,4/28/2018 22:15,0,1,16.9,2.5,1.3,73.6,7.1,1.93,1.88,7.6,80
sfbfmwq,4/28/2018 22:30,0,1,16.9,2.55,1.3,72.5,7,2.03,1.98,7.6,82
sfbfmwq,4/28/2018 22:45,0,1,16.9,2.53,1.3,73.5,7.1,2.14,2.09,7.6,98
sfbfmwq,4/28/2018 23:00,0,1,16.8,2.51,1.3,71.6,6.9,2.23,2.18,7.5,106
sfbfmwq,4/28/2018 23:15,0,1,16.7,2.25,1.2,74.9,7.2,2.33,2.28,7.5,117
sfbfmwq,4/28/2018 23:30,0,1,16.6,1.97,1,77.1,7.5,2.41,2.36,7.5,121
sfbfmwq,4/28/2018 23:45,0,1,16.7,1.84,0.9,78.2,7.6,2.48,2.43,7.4,127
sfbfmwq,4/29/2018 0:00,0,1,16.8,1.75,0.9,78.7,7.6,2.55,2.5,7.4,118
sfbfmwq,4/29/2018 0:15,0,1,16.9,1.7,0.9,79.9,7.7,2.61,2.56,7.4,111
sfbfmwq,4/29/2018 0:30,0,1,16.9,1.68,0.9,80.1,7.7,2.65,2.6,7.3,101
sfbfmwq,4/29/2018 0:45,0,1,16.9,1.75,0.9,78.7,7.6,2.69,2.64,7.3,87
sfbfmwq,4/29/2018 1:00,0,1,16.8,1.93,1,75.7,7.3,2.71,2.66,7.3,80
sfbfmwq,4/29/2018 1:15,0,1,16.8,2.11,1.1,74.7,7.2,2.73,2.68,7.4,80
sfbfmwq,4/29/2018 1:30,0,1,16.8,2.2,1.1,74.4,7.2,2.74,2.69,7.4,81
sfbfmwq,4/29/2018 1:45,0,1,17,2.14,1.1,74.1,7.1,2.74,2.7,7.4,96
sfbfmwq,4/29/2018 2:00,0,1,17,2.11,1.1,65.4,6.3,2.73,2.69,7.4,81
sfbfmwq,4/29/2018 2:15,0,1,16.9,2.15,1.1,73.2,7,2.71,2.67,7.5,86
sfbfmwq,4/29/2018 2:30,0,1,16.7,2.15,1.1,74.7,7.2,2.68,2.64,7.5,79
sfbfmwq,4/29/2018 2:45,0,1,16.6,1.94,1,77.4,7.5,2.63,2.59,7.5,86
sfbfmwq,4/29/2018 3:00,0,1,16.6,1.8,0.9,78,7.6,2.57,2.53,7.4,85
sfbfmwq,4/29/2018 3:15,0,1,16.5,1.79,0.9,78.3,7.6,2.5,2.46,7.4,88
sfbfmwq,4/29/2018 3:30,0,1,16.4,1.88,1,76.7,7.5,2.41,2.37,7.4,81
sfbfmwq,4/29/2018 3:45,0,1,16.2,2.01,1,75.1,7.3,2.32,2.28,7.4,79
sfbfmwq,4/29/2018 4:00,0,1,16.2,2.18,1.1,73.3,7.2,2.21,2.17,7.4,77
sfbfmwq,4/29/2018 4:15,0,1,16.2,2.34,1.2,71.7,7,2.11,2.07,7.5,78
sfbfmwq,4/29/2018 4:30,0,1,16.2,2.44,1.3,71.1,6.9,2,1.96,7.5,79
sfbfmwq,4/29/2018 4:45,0,1,16.1,2.46,1.3,70,6.8,1.89,1.85,7.5,81
sfbfmwq,4/29/2018 5:00,0,1,16.1,2.48,1.3,69.3,6.8,1.79,1.75,7.5,81
sfbfmwq,4/29/2018 5:15,0,1,16,2.5,1.3,69,6.8,1.7,1.66,7.5,83
sfbfmwq,4/29/2018 5:30,0,1,15.9,2.51,1.3,68.5,6.7,1.62,1.58,7.6,87
sfbfmwq,4/29/2018 5:45,0,1,15.8,2.53,1.3,68,6.7,1.54,1.5,7.5,90
sfbfmwq,4/29/2018 6:00,0,1,15.7,2.55,1.3,67.4,6.7,1.47,1.43,7.5,91
sfbfmwq,4/29/2018 6:15,0,1,15.5,2.58,1.3,66.6,6.6,1.41,1.37,7.5,95
sfbfmwq,4/29/2018 6:30,0,1,15.4,2.61,1.4,66,6.5,1.34,1.29,7.5,93
sfbfmwq,4/29/2018 6:45,0,1,15.3,2.64,1.4,65.1,6.5,1.29,1.24,7.5,94
sfbfmwq,4/29/2018 7:00,0,1,15.2,2.67,1.4,64.8,6.5,1.24,1.19,7.5,95
sfbfmwq,4/29/2018 7:15,0,1,15.2,2.69,1.4,63.9,6.4,1.2,1.15,7.5,97
sfbfmwq,4/29/2018 7:30,0,1,15.1,2.72,1.4,63.6,6.3,1.16,1.11,7.5,98
sfbfmwq,4/29/2018 7:45,0,1,15.1,2.74,1.4,63.7,6.4,1.12,1.07,7.5,98
sfbfmwq,4/29/2018 8:00,0,1,15.2,2.76,1.4,64.9,6.5,1.08,1.03,7.5,103
sfbfmwq,4/29/2018 8:15,0,1,15.2,2.79,1.5,63.6,6.3,1.06,1.01,7.5,105
sfbfmwq,4/29/2018 8:30,0,1,15.2,2.81,1.5,63.5,6.3,1.03,0.98,7.5,107
sfbfmwq,4/29/2018 8:45,0,1,15.3,2.84,1.5,64.8,6.5,1.01,0.96,7.5,99
sfbfmwq,4/29/2018 9:00,0,1,15.4,2.85,1.5,61,6.1,1,0.95,7.5,88
sfbfmwq,4/29/2018 9:15,0,1,15.6,2.82,1.5,61.2,6.1,1.01,0.96,7.5,108
sfbfmwq,4/29/2018 9:30,0,1,15.8,2.75,1.4,68.3,6.7,1.04,0.99,7.5,105
sfbfmwq,4/29/2018 9:45,0,1,16.1,2.66,1.4,72.2,7.1,1.09,1.04,7.5,102
sfbfmwq,4/29/2018 10:00,0,1,16.3,2.66,1.4,72,7,1.17,1.12,7.5,104
sfbfmwq,4/29/2018 10:15,0,1,16.9,2.55,1.3,72.9,7,1.26,1.21,7.6,106
sfbfmwq,4/29/2018 10:30,0,1,17,2.52,1.3,73.2,7,1.37,1.32,7.6,125
sfbfmwq,4/29/2018 10:45,0,1,17,2.49,1.3,73,7,1.48,1.43,7.6,131
sfbfmwq,4/29/2018 11:00,0,1,17.2,2.48,1.3,73.6,7,1.59,1.54,7.6,108
sfbfmwq,4/29/2018 11:15,0,1,17.2,2.47,1.3,73.8,7,1.71,1.66,7.6,105
sfbfmwq,4/29/2018 11:30,0,1,17.3,2.52,1.3,74.1,7.1,1.83,1.78,7.6,94
sfbfmwq,4/29/2018 11:45,0,1,17.1,2.6,1.4,72.8,7,1.93,1.88,7.6,108
sfbfmwq,4/29/2018 12:00,0,1,16.9,2.52,1.3,72.9,7,2.04,1.99,7.6,160
sfbfmwq,4/29/2018 12:15,0,1,17.1,2.47,1.3,72.8,7,2.13,2.08,7.5,135
sfbfmwq,4/29/2018 12:30,0,1,17,2.32,1.2,74.4,7.1,2.22,2.18,7.5,151
sfbfmwq,4/29/2018 12:45,0,1,17,2.04,1.1,76.8,7.4,2.28,2.24,7.5,171
sfbfmwq,4/29/2018 13:00,0,1,17.1,1.85,1,78.5,7.5,2.35,2.31,7.4,143
sfbfmwq,4/29/2018 13:15,0,1,17.2,1.78,0.9,79.3,7.6,2.4,2.36,7.4,127
sfbfmwq,4/29/2018 13:30,0,1,17.2,1.73,0.9,79.6,7.6,2.45,2.41,7.4,120
sfbfmwq,4/29/2018 13:45,0,1,17.3,1.7,0.9,80.4,7.7,2.47,2.43,7.3,110
sfbfmwq,4/29/2018 14:00,0,1,17.4,1.69,0.9,77.1,7.4,2.49,2.45,7.3,113
sfbfmwq,4/29/2018 14:15,0,1,17.4,1.68,0.9,65.7,6.3,2.5,2.46,7.3,106
sfbfmwq,4/29/2018 14:30,0,1,17.4,1.7,0.9,72.7,6.9,2.5,2.47,7.3,97
sfbfmwq,4/29/2018 14:45,0,1,17.4,1.77,0.9,78.3,7.5,2.48,2.45,7.3,97
sfbfmwq,4/29/2018 15:00,0,1,17.5,1.83,0.9,78.8,7.5,2.46,2.43,7.3,96
sfbfmwq,4/29/2018 15:15,0,1,17.6,1.84,0.9,78.6,7.5,2.42,2.39,7.3,96
sfbfmwq,4/29/2018 15:30,0,1,17.6,1.89,1,77.9,7.4,2.38,2.35,7.3,94
sfbfmwq,4/29/2018 15:45,0,1,17.7,1.96,1,78.4,7.4,2.33,2.3,7.4,89
sfbfmwq,4/29/2018 16:00,0,1,17.7,2.09,1.1,77.8,7.4,2.26,2.23,7.4,90
sfbfmwq,4/29/2018 16:15,0,1,18.1,2.24,1.2,78.3,7.4,2.19,2.16,7.4,83
sfbfmwq,4/29/2018 16:30,0,1,18.2,2.39,1.2,78.9,7.4,2.1,2.07,7.5,79
sfbfmwq,4/29/2018 16:45,0,1,18.1,2.45,1.3,77.6,7.3,2.02,1.99,7.5,79
sfbfmwq,4/29/2018 17:00,0,1,18.1,2.49,1.3,76.9,7.2,1.94,1.91,7.5,80
sfbfmwq,4/29/2018 17:15,0,1,18.1,2.51,1.3,76.2,7.2,1.85,1.82,7.6,81
sfbfmwq,4/29/2018 17:30,0,1,18.3,2.51,1.3,76.1,7.1,1.76,1.73,7.6,81
sfbfmwq,4/29/2018 17:45,0,1,18.5,2.51,1.3,76.7,7.1,1.69,1.66,7.6,86
sfbfmwq,4/29/2018 18:00,0,1,18.6,2.52,1.3,77.1,7.2,1.61,1.58,7.6,88
sfbfmwq,4/29/2018 18:15,0,1,18.6,2.54,1.3,76.8,7.1,1.54,1.51,7.6,86
sfbfmwq,4/29/2018 18:30,0,1,18.6,2.55,1.3,76.4,7.1,1.48,1.44,7.6,86
sfbfmwq,4/29/2018 18:45,0,1,18.6,2.57,1.3,75.5,7,1.43,1.39,7.6,90
sfbfmwq,4/29/2018 19:00,0,1,18.6,2.59,1.3,74.8,6.9,1.39,1.35,7.6,87
sfbfmwq,4/29/2018 19:15,0,1,18.6,2.61,1.4,74,6.9,1.35,1.31,7.6,85
sfbfmwq,4/29/2018 19:30,0,1,18.6,2.63,1.4,73,6.8,1.32,1.28,7.6,83
sfbfmwq,4/29/2018 19:45,0,1,18.5,2.65,1.4,66.3,6.2,1.31,1.27,7.6,73
sfbfmwq,4/29/2018 20:00,0,1,18.5,2.66,1.4,65.5,6.1,1.29,1.25,7.5,77
sfbfmwq,4/29/2018 20:15,0,1,18.4,2.67,1.4,64.8,6,1.29,1.25,7.5,71
sfbfmwq,4/29/2018 20:30,0,1,18.4,2.67,1.4,55,5.1,1.29,1.24,7.5,57
sfbfmwq,4/29/2018 20:45,0,1,18.4,2.66,1.4,73.3,6.8,1.31,1.27,7.5,79
sfbfmwq,4/29/2018 21:00,0,1,18.3,2.61,1.4,72.2,6.7,1.35,1.31,7.5,73
sfbfmwq,4/29/2018 21:15,0,1,18.2,2.56,1.3,74.7,7,1.4,1.36,7.5,80
sfbfmwq,4/29/2018 21:30,0,1,18,2.54,1.3,75.9,7.1,1.46,1.42,7.5,83
sfbfmwq,4/29/2018 21:45,0,1,17.7,2.44,1.3,75.3,7.1,1.54,1.5,7.5,79
sfbfmwq,4/29/2018 22:00,0,1,17.4,2.45,1.3,73.5,7,1.63,1.59,7.5,80
sfbfmwq,4/29/2018 22:15,0,1,17.4,2.45,1.3,73.4,7,1.73,1.69,7.6,84
sfbfmwq,4/29/2018 22:30,0,1,17.4,2.43,1.3,73.1,7,1.83,1.79,7.6,88
sfbfmwq,4/29/2018 22:45,0,1,17.4,2.42,1.3,72.4,6.9,1.93,1.89,7.6,77
sfbfmwq,4/29/2018 23:00,0,1,17.7,2.47,1.3,72.6,6.9,2.04,2,7.5,74
sfbfmwq,4/29/2018 23:15,0,1,17.8,2.49,1.3,73.4,6.9,2.14,2.1,7.5,82
sfbfmwq,4/29/2018 23:30,0,1,17.6,2.46,1.3,73.7,7,2.24,2.2,7.5,86
sfbfmwq,4/29/2018 23:45,0,1,17.4,2.31,1.2,74.9,7.1,2.32,2.28,7.5,92
sfbfmwq,4/30/2018 0:00,0,1,17.3,2,1,77.2,7.4,2.4,2.36,7.5,126
sfbfmwq,4/30/2018 0:15,0,1,17.3,1.89,1,78.5,7.5,2.47,2.43,7.4,125
sfbfmwq,4/30/2018 0:30,0,1,17.3,1.8,0.9,79,7.6,2.54,2.5,7.4,121
sfbfmwq,4/30/2018 0:45,0,1,17.3,1.75,0.9,80,7.6,2.59,2.55,7.4,111
sfbfmwq,4/30/2018 1:00,0,1,17.3,1.72,0.9,78.9,7.5,2.64,2.6,7.4,97
sfbfmwq,4/30/2018 1:15,0,1,17.3,1.74,0.9,79.8,7.6,2.67,2.63,7.3,91
sfbfmwq,4/30/2018 1:30,0,1,17.3,1.8,0.9,79,7.6,2.7,2.66,7.3,86
sfbfmwq,4/30/2018 1:45,0,1,17.3,2.06,1.1,74.9,7.2,2.71,2.67,7.3,81
sfbfmwq,4/30/2018 2:00,0,1,17.2,2.26,1.2,72.9,7,2.72,2.68,7.4,82
sfbfmwq,4/30/2018 2:15,0,1,17.1,2.14,1.1,72.7,7,2.72,2.68,7.4,84
sfbfmwq,4/30/2018 2:30,0,1,17.1,2.13,1.1,61.8,5.9,2.71,2.67,7.4,74
sfbfmwq,4/30/2018 2:45,0,1,17.1,2.17,1.1,73.8,7.1,2.69,2.65,7.4,81
sfbfmwq,4/30/2018 3:00,0,1,17.1,2.03,1,76.9,7.4,2.66,2.62,7.5,80
sfbfmwq,4/30/2018 3:15,0,1,17.1,1.83,0.9,78.9,7.6,2.61,2.57,7.4,88
sfbfmwq,4/30/2018 3:30,0,1,17.1,1.78,0.9,78.6,7.5,2.55,2.51,7.4,86
sfbfmwq,4/30/2018 3:45,0,1,17,1.85,1,77.5,7.5,2.47,2.44,7.4,84
sfbfmwq,4/30/2018 4:00,0,1,16.9,1.96,1,76.3,7.4,2.38,2.35,7.4,79
sfbfmwq,4/30/2018 4:15,0,1,16.9,2.13,1.1,74.4,7.2,2.29,2.26,7.4,79
sfbfmwq,4/30/2018 4:30,0,1,16.9,2.28,1.2,73.1,7,2.18,2.15,7.4,76
sfbfmwq,4/30/2018 4:45,0,1,16.9,2.38,1.2,71.9,6.9,2.08,2.05,7.5,77
sfbfmwq,4/30/2018 5:00,0,1,16.8,2.41,1.3,70.8,6.8,1.98,1.95,7.5,78
sfbfmwq,4/30/2018 5:15,0,1,16.7,2.44,1.3,70,6.8,1.87,1.84,7.5,82
sfbfmwq,4/30/2018 5:30,0,1,16.6,2.46,1.3,69.2,6.7,1.78,1.75,7.5,85
sfbfmwq,4/30/2018 5:45,0,1,16.5,2.48,1.3,68.8,6.7,1.69,1.66,7.5,86
sfbfmwq,4/30/2018 6:00,0,1,16.5,2.5,1.3,68.2,6.6,1.6,1.56,7.5,89
sfbfmwq,4/30/2018 6:15,0,1,16.4,2.52,1.3,67.5,6.6,1.53,1.49,7.5,91
sfbfmwq,4/30/2018 6:30,0,1,16.4,2.55,1.3,66.8,6.5,1.46,1.42,7.5,92
sfbfmwq,4/30/2018 6:45,0,1,16.4,2.59,1.4,65.9,6.4,1.39,1.35,7.5,96
sfbfmwq,4/30/2018 7:00,0,1,16.3,2.62,1.4,65.2,6.3,1.34,1.3,7.5,97
sfbfmwq,4/30/2018 7:15,0,1,16.3,2.65,1.4,64.4,6.3,1.28,1.24,7.5,98
sfbfmwq,4/30/2018 7:30,0,1,16.2,2.68,1.4,64.4,6.3,1.23,1.19,7.5,95
sfbfmwq,4/30/2018 7:45,0,1,16.2,2.72,1.4,63.9,6.2,1.18,1.14,7.5,97
sfbfmwq,4/30/2018 8:00,0,1,16.2,2.76,1.4,62.1,6.1,1.13,1.09,7.5,95
sfbfmwq,4/30/2018 8:15,0,1,16.2,2.78,1.5,62,6,1.1,1.06,7.5,94
sfbfmwq,4/30/2018 8:30,0,1,16.3,2.82,1.5,62,6,1.05,1.01,7.5,99
sfbfmwq,4/30/2018 8:45,0,1,16.3,2.85,1.5,60.4,5.9,1.02,0.98,7.5,101
sfbfmwq,4/30/2018 9:00,0,1,16.3,2.88,1.5,60.7,5.9,0.98,0.94,7.5,101
sfbfmwq,4/30/2018 9:15,0,1,16.3,2.92,1.5,59.9,5.8,0.94,0.9,7.5,100
sfbfmwq,4/30/2018 9:30,0,1,16.3,2.94,1.5,57.4,5.6,0.92,0.88,7.4,80
sfbfmwq,4/30/2018 9:45,0,1,16.4,2.94,1.5,46,4.5,0.92,0.88,7.4,63
sfbfmwq,4/30/2018 10:00,0,1,16.4,2.94,1.5,42.3,4.1,0.93,0.89,7.4,66
sfbfmwq,4/30/2018 10:15,0,1,16.8,2.85,1.5,57.5,5.5,0.96,0.92,7.4,88
sfbfmwq,4/30/2018 10:30,0,1,17.2,2.72,1.4,68.2,6.5,1.01,0.97,7.4,92
sfbfmwq,4/30/2018 10:45,0,1,17.2,2.7,1.4,68.9,6.6,1.09,1.05,7.5,92
sfbfmwq,4/30/2018 11:00,0,1,17.2,2.59,1.4,71,6.8,1.19,1.15,7.5,99
sfbfmwq,4/30/2018 11:15,0,1,17.4,2.52,1.3,72,6.9,1.3,1.27,7.6,121
sfbfmwq,4/30/2018 11:30,0,1,17.4,2.5,1.3,72.4,6.9,1.41,1.38,7.6,112
sfbfmwq,4/30/2018 11:45,0,1,17.5,2.48,1.3,72.9,6.9,1.52,1.49,7.6,103
sfbfmwq,4/30/2018 12:00,0,1,17.5,2.49,1.3,72.9,6.9,1.63,1.6,7.6,97
sfbfmwq,4/30/2018 12:15,0,1,17.6,2.61,1.4,70.6,6.7,1.74,1.71,7.6,93
sfbfmwq,4/30/2018 12:30,0,1,17.6,2.53,1.3,69.8,6.6,1.85,1.82,7.5,91
sfbfmwq,4/30/2018 12:45,0,1,17.9,2.49,1.3,71.8,6.8,1.96,1.93,7.5,122
sfbfmwq,4/30/2018 13:00,0,1,17.9,2.42,1.3,72.5,6.8,2.04,2.02,7.5,131
sfbfmwq,4/30/2018 13:15,0,1,17.6,2.25,1.2,73,6.9,2.14,2.12,7.4,157
sfbfmwq,4/30/2018 13:30,0,1,17.6,2.01,1,76.3,7.2,2.21,2.19,7.4,170
sfbfmwq,4/30/2018 13:45,0,1,17.6,1.85,1,75.4,7.2,2.27,2.25,7.4,140
sfbfmwq,4/30/2018 14:00,0,1,17.6,1.78,0.9,77.9,7.4,2.32,2.3,7.4,125
sfbfmwq,4/30/2018 14:15,0,1,17.7,1.75,0.9,74.6,7.1,2.35,2.34,7.3,104
